PID
10017019
10020713
10024433
10027278
10029385
10050156
10055074
10062694
10074640
10077147
10090485
10113978
10127622
10138259
10142586
10143584
10158940
10163439
10172943
10184653
10187378
10196499
10196532
10200390
10202471
10202642
10207821
10209082
10240275
10247543
10275789
10296883
10297043
10301884
10302405
10302451
10312133
10320107
10341154
10356352
10366136
10377751
10380356
10390396
10406644
10415819
10427712
10430000
10455969
10457505
10458325
10459196
10461508
10461815
10473563
1048845
10527068
10671412
10768554
108047
10907042
1095828
11152667
11153014
11154925
11161844
11167602
11175137
11234052
11235063
11246488
11248502
11249084
11250806
11293798
11314340
11316975
11317348
11338033
11349170
11361885
11362471
11364421
11373846
11382492
11393719
11409972
11422034
11422035
11427553
11445419
11465183
11476171
11485656
11488320
11490873
11493598
11494412
11496376
11497983
11502647
11511120
11516978
11524144
11530963
11539329
11546457
11556452
11560568
11562171
11562302
11566580
11568147
11583459
11588244
11590363
11601743
11605551
11612445
11612883
11614515
11617559
11620410
11620908
11624601
11626560
11626920
11626927
11632150
11632737
11634725
11640390
11640926
11644425
11646645
11647020
11647372
11655119
11656518
11661959
11664023
11665831
11667893
11670972
11676786
11682843
11712649
11713130
11715767
11717001
11718021
11719305
11719421
11754511
11772958
11785878
11799388
11847343
11858109
11955855
11977753
11983295
11984591
123596
123631
125697-93-0
126565
127757
129236
134018
1400
1401
1474853
148177
151194
152159599
153999
15604547
156414
156422
15979276
15983966
15991573
16007116
16007391
160355
16037675
16038120
16038356
16041424
16042971
16043304
16046126
16047143
16058702
16079009
16086104
16086114
16095342
16109036
16115004
16118392
16118737
16119021
16124208
16202152
16218924
16219400
16224745
16654980
16659841
16718576
16720766
16722832
16722836
16725726
16730109
16736978
16739368
16747388
16747683
16760284
16760286
16760391
16760524
16760619
16760635
16760658
16760670
1694
176155
176158
176167
176406
176870
17747413
17751819
17754438
17755052
17759555
18792927
1893668
1893730
19095896
2044
2048
2049
2051
2063
208908
216239
21874004
22024915
22049997
23378546
23507698
23582824
23646852
23647319
23647330
23649240
23696523
2396
2397
2399
24180125
24180719
2422
2427
24739943
24748204
24748573
24756910
24762205
24764449
24766030
24769780
24770517
24771867
24779724
24785538
24788740
24794418
24809764
24811794
24821094
24826799
24853523
24856363
24856436
24864821
24883287
24883334
24889392
24894130
24901704
24905142
24906267
24948986
24963252
24993189
24995523
25011729
25022668
25023714
25023738
25033539
25061501
25062766
25065806
25066467
25099184
25102847
25124816
25126798
25138012
25154041
25163987
25167777
25178539
25182616
2519
25195294
25218459
25243800
25262965
255613
26758291
2733526
2747117
2794188
2807869
2828334
2856
2857
290221
3004085
3006531
3025986
3035462
3035817
3038522
3038525
3064778
3081361
3121
312145
3232621
3233012
328127
3385203
3499
3501
3540
3542
3547
3674
369401
369882
3795
3813
3815
3820
3838
3844
3896
389898
3971
3973
398148
40632
4124851
4210951
4216
42598643
42611257
42625986
42629114
42642645
42642648
433294
438981
44137946
44139710
44155856
44156909
44160269
44182295
44205240
44206063
44219632
44223952
44223953
44223955
44223965
44223970
44223971
44223973
44223974
44223977
44240850
44275237
44294447
44294775
44294776
44350092
44352972
44398371
44401410
44401437
44401506
44410723
44410953
44410954
44411048
44411161
44413509
44444843
44464263
44478401
445154
44516822
44541014
44572415
44582745
445840
44588117
44588220
44591740
44592504
44593646
44607360
44607530
447077
447446
447721
447961
447962
447966
448014
448042
448991
449087
449241
44968186
45139106
45139989
45142457
4521392
45375865
45375866
45481530
456214
4564
4566
4592
46191454
46196676
46209426
46215815
46224684
46398810
4665
46830766
46830767
46830768
46843772
46843906
46864270
46871765
46885626
46886323
46916170
46916172
46916176
46916177
46916178
46916179
46916182
46926350
46930994
46930998
46931012
4707
4708
4709
4712
4713
4877
4878
4879
49792852
49806720
49830590
49836027
49839480
49867926
49867928
49867936
5005498
5081913
5083
509554
5113385
51371511
5154691
5162
5164
5174
521106
5228
5278396
5279
5280343
5280443
5280951
5280953
5280961
5281404
5281576
5281680
5281767
5281847
5284616
5287736
5287844
5287855
5288032
5289419
52936621
52938983
52945601
5312122
53235510
5326739
5326843
5326976
5327723
5327863
5327864
5327878
5327885
5328042
5328112
5328125
5328135
5328149
5328242
5328779
5328804
5328940
5328969
5329009
5329032
5329098
5329099
5329102
5329106
5329155
5329468
5329665
5329714
5329715
5329767
5329775
5330128
5330252
5330256
5330278
5330279
5330286
5330392
5330548
5330583
5330764
5330766
5330767
5330768
5330769
5330771
5330774
5330775
5330776
5330777
5330778
5330779
5330780
5330781
5330782
5330783
5330784
5330785
5330786
5330787
5330788
5330790
5330804
5330812
5330949
53316611
53324451
5335621
53357478
5339183
53396311
5353431
5353656
5353854
5353940
5353978
5359476
5459373
54676905
54708532
5477775
5487525
5494425
5494449
56603681
5730
57336746
57336812
57340685
57340686
57352601
5737
57390076
57394915
5924208
6419739
6419741
6419747
6419753
6419755
6419764
6419766
6419834
6420138
6436247
644241
644354
6444692
6445562
6450551
6450842
6490494
65064
6538818
6539569
6539732
65399
657138
657356
6603792
6604910
6604931
6605258
66576999
667639
6711154
672296
6914611
6914613
6918386
6918454
6918852
72271
72311
73293
753704
766949
8515
9549284
9549289
9549295; 60167551
9549297
9549298
9549299
9549300
9549301
9549303
9549305
9797370
9797919
9799508
9803963
9808844
9809715
9813758
9817165
9818573
9823787
9823820
9825149
9826308
9843206
9847089
9859309
9860529
9863538
9868037
9869779
9871034
9874913
9884685
9888590
9903786
9910986
9911830
9914412
9915743
9916282
9917045
9925594
9926791
9929127
9932061
9933475
9948405
9949093
9951490
9956119
9967941
9969021
9999342
