,PID,Smiles,ecfp4
219,16747388,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=NC(=NC4=C3C=NN4C)C5=CN=CC=C5,0000000000000001000100000000000001000000000100000000000000000000100000000000000001000000001000000000000000000000001000000100000010000000100000000000000000000000000000000000000000000000100000010000000010000000000000000000000000000000000010000000000000000000010000000001000000000010000000000000000000000000000000000000000000000000000001000000000000000000010010000100000100000000001000000000000001000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000001000010000001000000000001100000000000000100000000000000000000000000000000000100000010100000001000000000000000000000000000000000000000000000000010000000000000000100010000000100000000100001100000000000000000000000010000100001000000000000000001000000000100000000000000000000000000000000001000000000000000000001000000000001001010000000000000000000001010000000010000001000000000000000000000000010000010000000000010000000000100000000000000000000000000010010000000000000000001000000000000000000000000000000000001001000000000000000000000000000000
220,16747683,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0100000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000010000010000000000000000000001000000000000000000001000000000000000000000000000010000000000000000000000010000010000000000000000000000000000000010000000010000000000100000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000010000000000000000000000010000010000000000000000100000000001000000000000000100000000000000000000000000000000000000000000100000001000000000000000000000000000000000001000000000011000001000000000000100000000000001000000000000001000000000000001100000000010000000000000000011000000000000000000100000000000000000000000010000000000000000000000000000000000000000000
221,16760284,CCN(CC)CCCCN1C2=CC=CC=C2OC3=C1C=C(C=C3)Cl.Cl,0000000000010000000000001000000001000000000000000000000000000000100000000000010010000000000000000000000000000000000010000100000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000001000000000000000000000000000000001010000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010001000000000000000000000000001000000000000100000000000000000010010000000000000000000001000000000010010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000001000000000000000000000000000001000000000000000000000000000000001000000000000000000000000010000010000010000010000000000000000000000000000000001000010010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000
222,16760286,C1C2=C(C3=C(C=CC(=C3)CCC#N)NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-],0000000000000000000000000000000000001000000000000000000000000000010000000010000010000000001000000000000010000000000000010000000000000000000000100000000000010000000000000001000000000000000000000000000000000000000000000001000000000000000000000000100000100000000000000000000000010000000000000000000000000000000000100010000000001010000001000000000000000000100010001100000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001010000000000100000000000010000000000000000000000000000000000000000000000100000000000000000000000010010010000000000000000000010000000000000100000000000000000000000000100000100001000100000000000000000000001000010000000000000000000000000010000100000000000000000000100000000000000000000000000100000000001000000000000000000000000010000000000000000000000000000000000000001100000000010000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000
223,16760391,C1COCCN1C2=CC(=C(C=C2)C(=O)C3=CC=CC=C3)O,0000000001000000000000000000000000000000000000000000000000010000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000001000000010000000000000000110000000001000000000000000000000000000000000000001000000000000000000100000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000010000000010000000000000010000000000100000100000000000000000000000000000000000000000000001000000000
224,16760524,CS(=O)(=O)O.C1=CC(=CN=C1)C2=CC3=C(C=C2)NC(=O)C3=CC4=CC=CN4,0000000000000000000100000000000001001000000000000000000000000000100000000010000000000000001000001000000000010000000000000000000010000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000010000000000000000000000000000000010000000000000000000000000000000000010100010000000010000000100001000000000100000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000010000000000000000000000010000100000000000000010100000000010000000000000000000000100000000000000001000000000000100000000000000000000000000000000000000001000000000000000010000000000000000000001000000000000000000010100000000000000000000000000000001000000000100000000000000000000000000000000000000000000000010000000000000000000011000000010000000000000000000000000010000001000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000
225,16760619,C1=CC2=C(C=C1Cl)C(=CC3=CC(=C(C(=C3)Cl)O)Cl)C(=O)N2,0000000000000000000000000000000000001000000000000000000000000000000000000010000000000000001100001000000000010000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000100000000000000000000000100010000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000001000000000000000010000000010000000000000000000000000000000000100000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000010000001000001000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000100000000000000
226,16760635,CC1CN(CCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)C)C(=O)CN.O.Cl.Cl,0000100000000001000000000001000001000100000000000000000000010001100000000000000010000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000010001010000000000101000100001000000000000010000000000000000000000000000000000000000000000000000010000010001000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000010000000000010000000000000001000000000100000000010000000000000000000000000001000000110000100000000000000000000000000000000000000000000000000100010000010000001000000001000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000010000000000010000000010000000000000000000000001000000000000000000001000100000010000000000000000100000000010000
227,16760658,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000
228,16760670,C1=CC(=CC(=C1)NC2=NC(=NC=C2C(=O)N)NCCN)C(F)(F)F.O.O.Cl.Cl,1000000000000001000000000000000000000000000000000000000000000100100000000000000010000000000000000000000000000010001000000000000010000000001010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000001000000000000000000010000000000001000000000000010000000000000000000001000000000000011000000000000000000000000000000000011000000001000000000000000000001000000000000000000000000000000010000001000000000000100100000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000100001000000000000000001000000000100000000000000000000000000000000000000000000000000000100000000000000001010000001000000000000001000000000000000001000000000000000000000000010000000000001000010000000000100000000000000000000000000000000000000000000000000000000000000100000000000001000000001001000000000000000000000000000000
229,1694,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
230,176155,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000010000000000000000000010000000000000000100000000000000000010000000000000000000000000000100000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000001000010010000000000000000000000000000000000000000100100000000000000000100000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000001000100000000000000000000000000000000000000000000000000000000100010000000000100011000000010000000000000000000000001000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000010000001000000000000000000000000000000000000000000000010000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
231,176158,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,0000000000000000000010000000000001001000000001000000000000000000100000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000001000000000100000000010000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000100010000000001000000000000000000100000000000000000000000000010000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000001000000001000000000000000000000000000000000000010000000000000000000000001000000000000000010000000010010000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000001000100000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
232,176167,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,0000000000000000000000000000000001001000000001000000000000000000100000000000000010000000001000000000000000000100000000000100000001010000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000001000000000000000100000001100000000000000000000000000000000000000100000000000010000000000010000001000000000000000000100010000000010000000000001000000100000000000000000000000000010000000000000010000000000000000000100010001000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000001000000100000000000000000000000000000000000000000000000000000001000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000101010000000000001000000000000000000000000010000000001000000100000000000000000000000000000000000000000000000001000100010000101000000000000000000000000000000000000100000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000
233,176406,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3.Cl,0100000000000000000000000000000001000000001000000000000000000001100000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000010000100000000000000000000000000010000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000001000000100000000000000000000000001000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000001000100000100000000000000000000001000000000000000000000001000100000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000101000000000000010001000000000000000000000000010000010000000000010000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
234,176870,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,0000000000000101000000000000000001000000000000000000000000000000100000000100000010000000000000000000001000000000000000000000000010000100000000000000010000000000000000000000000000000000000000010000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000100000000000010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001001000000000000000000000000000000000000000000000110100000000000000000010000000100001010000000000000001000000000000000000001000000000000000000000000000000001000001000000010000000000000000000000000000000000000000000000100000001000000000000000000000000010000000000001000010000000000000000000001000000000000000000000000000000100000000000000000000000000010000000000000000000000000000001000000000000000000
235,17747413,C1COCCN1CCON=CC2=C(N=CN=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)N.Cl,0000000000000100000000000000000000000000001000000000000000000000100000000000000010000010000000100000000000010000000000000100000010000001000000000001000000000000000000000000000100000000000000010000000000100000000000000000000000010000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000100000010000010000000001000000000001001000000010000000000000000000000000001000000000110000101000000000000000000001010000000000000100000000000000001010000000000000000000000100000000100000000010000000000000010000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000111000000000001000000000000000011000100000000000000100000000000000000000010000000000000000001000000000000000000000000000000000000001000000000000000001000001000000000000001000000000010000000000001000000000000000000000000000000000000010000000010000000000100010000000001000000000000000000000000000000100000000000000000000000000100000
236,17751819,C1CN(CCC1(CC2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,0010000000000000000000000000010000001000000000100000000000000000000000000000000010000001001000000000000000000000000000000000000010100000001000000001010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000001000010000000000000000010000000000000000000001000000000000000000000000000010000000000000000000010000000000000000000100000001000000000000000000000010010000001000000000000001000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000011000000000000001000100000000000000000000000000000000000000000000000000000001001000000000000000010000000001000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000
237,17754438,C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1,0000000000000000000100000000000000000000000100000000000001000001100000001100000010000000000000001000000000000000000100000100000000000000100010000000000000000010000000000000000000000000000000000000010010000100000000000000001000000000000000000000000000000000000000000001000000000000000001000000000000000000000000100000000000000000000000000000000000000000000010000001000000000000001100000000000000000000000000000000000000000000000010000000000000000000100000000000000010000000110000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000001000100000000001001001000000000001000000000000010000000000000000000001000000000001000000000000000000000001001000000010000001000000000000000000000001010000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000010001000000000000100000000000000000000000000
238,17755052,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,0000000000000001000000000000000001000000000000000000000000000000100000100110000010000010001000001000000000000000000000010010000000110000000000000000000000100000001000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000001000100000000000000001000000000001000000000000000000000000000000000001000000000001000010100010000100000100000000001001000000000000000010000000010000000001000000000000000000000000000000100010001000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000001000000000000000000000000000000001000000000000010000000001000000000000000000000000000000000000000010000010000000000000000001000000000000000010000000000000000000000000000000001000000000000001000000000100000001000000010000000000000000100000000000000000000000000000000000000000000001000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000010000000010000000000000010000000000000001001000000000000001000000000000000000000000000001000000000
239,17759555,C1=CC(=C(C=C1NC2=C(C=NC3=C(C=C(C=C32)NCC4=CN=CN4)Cl)C#N)Cl)F,0000000000000000001000000000000000000000000000000000000000000000000000000000000010000001001000100000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010011000000000000000000000010001100001000000000001001000000000010000000000000000000000000000000000010000000000000000000000000000010000011000000001000000000000000010000000000000000000100000000001000000000000000000000000000000000010001001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000001100000000000010010000000001000000000000000000000000000000000000000000000000001000000000000100000000000000010000000001000000000010000000000100001000011000000000000000001000000010000000000000000100000000000100000000000001000100000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000
240,18792927,C1CNCCC1N2C=C(C3=C2N=CN=C3N)C4=CC(=CC=C4)O,0000000000000001000000000000000000000000000000000000000000000000110000000000000000000000001000000000000000000100000000000000000000000000100000000001000000010000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000100010000000000000000010010000000000000000000000000100010000000000000000000001001000000000000000000000000000000000000000000000010000101000000000000000000000000000010000000000000000000000001001000000000000000000000000000000000000000000000000000000010000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000100000000100000000000000000000000000000000000000001000000000000000000001000000000000000000000000000100000000000001000000000000000000000000010000000000100100000000000000000000000000000000000010000000110000000000000000000000001000000000000000000000000000000000000000010000000000000000010000
241,1893668,CCN1C2=C(C=CC(=C2)OC)SC1=CC(=O)C,0000100000000000000000000000000001100000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000001100000000000000000000000000000000100001000000000000000000000000000000000000010000000000000000000000010000000000000000000000001000000000000000000110000000000000000000000100000001000000000000000001000000000000000000000000000000000000100000000000000000000000001000000000010000000000000000000000100000001000000000000000000000000010000000000000000010000010000000000000000010000000000000000010000000000001100000000000000000000000000000000000000000000000000000000000000000001001000
242,1893730,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC5=NSN=C5C=C4,0000100000000000000000000000000001000000000000000000000000000000100000000100000000000000000000000000000000000000000000000010010010000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000100000010001000000000000000000000000100000000000000000100000000000000000000000000000100000000010000000000000000000010000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000010000000000000000000000001000000001000000000000010000000001000000100100000001000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000001000001000000000000000001000000010000000100001000000011000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000
243,19095896,CN1CC2CC3=C(C4=CC=CC=C4N3CC2C1)C5=C(C(=O)NC5=O)C6=CN(C7=CC=CC=C76)C.Cl,0000000000001000000000000000000001001100000001000000000000000000100000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000001000001010000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000100010000000000000000000000000000100000000000010000000000000010000000000000000000000000000000000000010000000000010000000100000000000010000000000000000000000000100100000000000000000000000000000000001000000000000000000001000001000000001000000000000000000000000000000000000000000000001000000000000000010000000000010000000000000000000000000000000000000000000000000001000000001001000010010000100000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000001000100000000001000000000000000000000000100000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001010000
244,2044,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000100000000000000000000000000000000010001000000000000000000000000000000110000000000000000000000000010000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000010000010000000000000001000000000000000000000000000000000000000000000100000000000010001000000000000000000000000010000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000100000000000000
245,2048,CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3,0000000000000000000000000000000001000000000000000000000000000000100000000100000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000100000000001000000000010000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000100000
246,2049,COC1=C(C=C2C(=C1)N=CC(=N2)C3=CC=CC=C3)OC,0000000000000000000000000000000001000000000000000000000000000000100000000100000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000001000000100000000000000000000000000000000000000000000010000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000001000000000010000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000100000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000001000000000100000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000010000000000000000000000000000000000000000000
247,2051,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,0000000000000001000000000000000001000000000000000000000000000000100000000100000000000000000000000000000010000000000000000000000010000100000000000000000000000000000001000000000000000000000000010000000000100000000000001000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000100000000000010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001010000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000010000000000000100000000000000000000010000000100001000000000000000001000000000000000000000000000000000000000000000000000001000001000000010000000000000000000000000000000000000000000000100000001000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000
248,2063,COC1=CC=C(C=C1)C=C(C#N)C#N,0000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010001000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000110000000000000000000000100010001000000000000000000000000000000000000000000000000000000100000000100000000000010001000000000000000000000001000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000
249,208908,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,0000000000000011000000000000000001000000001000000000000000000000100000000100000010000010000000100010000000010000010000000100000010000100100000000000000000000000000000000000000000000010000000010000000000100000000000000000000000000010000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000010001000000000100000010000010000000001000000000001000000000000000000100000000000000000000000000000010000100000000000000000010000000000100000001000000000100000001010000000000000000000000000000000000000000100010000000000000000000010001000000000000000000100000000000000000000000000000000000000000000000010000000000000000100010000010010000000100000000000000000000000010010001000000001000001000001000001000100000000000000100000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000001000001000000000000000000000000010000000000001000000010000000100000100100000000000000000000000000000000100000000000000100001000000000000000000000000100000000000010000000000000000000
250,216239,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0000000001000000000000000000000001000000000000000000010010000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000001000000000000000000000000000000100000010100000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000001100000000010000000001000000000001000000000000000000000000000100000000000010000000011000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000010000000000000000000000000100000000000000000000000001000010000000010000001000000000000000100000000000010000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000100001000000000000001010000000000000000000000000000000011000001000001000000000000000000010000000000000000010000000000100000000000000000000000001000000000000000000000000000000000011000000000000000000000000000000000000000000000000000010000
251,21874004,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC,0100000000000010000000000000000001000000000000000000000000000010100000000010000000000010001000000000000000001000000000000100000010000000000000000000000001000000000000000000000100100000000010000000000000000001000010000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000010000100000001000000001001000000010000000000000000010000000000000000000000000000000100010000000000001000000000000000000000000000101000001001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000100100000000001000010010000000000001000000000000000001000000000000000000000000000000000000000000001000000000000000000001000000001000001010000000000000000000010000000000100000001000000000000000000000000000000000000000000010000000000000000000000000000100010000000010000000000000000000000000000000000000000000010000100000000000000000000000000000000000000
252,22024915,C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4,0000000000000001000000000000000000000000000000000000000000000000100000000100000000000000000000000000001000000001000000000000000010000100000000000000010000000000000000000000000000000000000000010000000000100000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000100000000000010000000000000000000001001000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000001010000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000010000000000000000110000000000000000000000000000100001010000000000000001000000000001000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000010000000000001000000000000000000000000010000010000001000000000000000000000000001000000000010000000000000000000000010000000000000000000000010000000000000000000000100000000000000000000000000
