,PID,Smiles,ecfp4
21,10196499,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=CC7=C(C=C6N=C5C8=CC=CC=C8)N=CN7,0000000000000000000000000000000000000000000001000000000000000000101000000100000010000000001000000000000000000000000000010000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000100000000000000001000000000000000000000000000000000000000100000100100010000000010000000000000000001000100001000010000000000000000000001000000000010000000000000000000000000000000000000010000000000000000000000000001000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000010000000000000000000000000000000000000000000000100000010000000100001000100000100001000001000000000011000000010000000000000000100000000000000000000010000000000000000000000001001000000000000101000000000000000000000000010000000010100000000010000000000000000000000000000010100000010000000000000000000000000000000000000000001000000001000000000000000000000000000100010010
22,10196532,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=C(C=CC(=C6)C(=O)O)N=C5C7=CC=CC=C7,0000000000000000000000000000000000000000000001000000000000000000100000000100000010000000001000000000000000000000001000010000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000001000000100000000000000001000000000000000000000000000000000000000100000000100010000000010000000000000000001000100000000010000100000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001010000000010000000010000000000000100000000000000000000000000000000100000000000000100001000100000100001000001000000000011000000010000000000000000100000000000000000000001000000000000000000000001000000000000000101000000000000000000000000010000000010100000010010000000000000000000000000000010000000010000000000000000000000000100000000000000001000000001000000000000000000000000000000010010
23,10200390,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC,0000000000000000000100000000000001000000000000000000000000000000100000000000010000000000000000100000000000000010000000000000000010000000100010000001000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000010000000000000000000001000000001000010000000000000000010000000000001000010000000000000000100100000000000000000000000000000000000000000010000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000010000000000001000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000100011000000000001000000000001000000000110010001000000000000000000000010010000000000000000010010000000000000000000100000000000000000010000000001110000000000000000000100000000000010000000000000000000000000000000000000000000
24,10202471,CCN(CC)C(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)OCC4CCCCC4)NC=N3,0010100000000000000000000000010001000000000000000000000000000000000000000000000010000000001000000000000000000000100000000000000010000000000000000000000000000000000001000000000000000000000000011000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000010000100000000000000001000000000000000000000010000000000000000000000010010000000000000000000000010000000000000000000000000100000100000010000000010000010000000000000000000000000000000000000000000000000001000110000000000000000000000010000000000001000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000010000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000001001001000000001000001000000000100000000000000000000010000100010010000010000000000000000000000000010000010000000000000000000000000000000000000000000001000000000100000000000000000001000000000010000
25,10202642,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5,0000000000000000000000000000000000000000000000000000000000000000100000000010000000000000001000001000000000000000000000000000000010010000100000000000000000010000000000000000000100000000000100000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000010000000100000000000000000000100010000100000000000000001001000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000001000000000000000000010000100000000000100000000000000000000000000001000000000000000000000000000000000000000001000000000000001100000000000000000000100000100010000100010000010000000000100000100000000000000000000000000000000000000000110000000001000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000010000000000000010000001000000000000000000000000010000000000000000010010000000000000000000000000000010000000000000000000010010000000000100000000000000000010000000000000000000000000000000000000010000
26,10207821,CCN1CCOCCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCOCC1)C6=CC=CC=C65)C(=O)NC4=O,0000000000000000000000000000000001101000000101000000000000000000100000001000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000001000000000000000000010000000000000000001000000000000000000100010000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000010001000000010000000000000000000000000000000000000000001000000100000000100000000000000000000000001000000000000000000001000000000010000000000000000000000000000000000000000000000000001000000000000000010000010000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000001000100000000001000000000000000100000000000000000000000000000000000000000000000000000000000010000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000
27,10209082,CN(C)CCCN1C2=CC=CC=C2C(=N1)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6=CC7=CC=CC=C7C=C6,0000000000000000000000000000000001001000000001001000000000000001100000000000000011000000001000000000000000000000000000000100000000000000000100000000000000000010000000000000000100000000000000000000000000010000000000000000000100000000010000000000000000000000000001000000000000000000000000000000010000000000000001000010000000110000000001000000000000000000100010000000000000000000001000000000000000000000000000000000000000000010000000001000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000001000000000000000000000000000100000000000000000000000000000000001000000001000000010101000000010000000000000000000000000000001000000001000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000001001000100000000001000000000000000000000000010000010000010000000000000000000000000000000000000001000010010000000000100000000100000000000000000000000000000000000010000000000000000000000000000000
28,10240275,CCN(CC)CCNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=C(C=C3)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O)C7=CC=CC=C7,0000000010000000000000000000000001000000000001000000000000000000100000000100000010000000001000000000000000000000000000010000000010000000100000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000001000000100000010100000001000100000000000000000000000000001000000100000000100010000000010000000000000000001000100000000010000100000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000001000000100000001000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000010000000000000000001010000000010000000010000000100000100000000000000000000000000000000100000000000000100001000100000100001000001000000000011000000010000000000000000100000000000000000000001000000000000000000000001000000000000000101000000000000000000000000010000010010100000010010000000000000000000000000000011000010010000000000000000000001000100000000000000001000000001000000000000000000000000000000010010
29,10247543,CC(C)(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=C(C=C(C=C4)F)F,0001000000010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000100010000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000010000000100000000000000000000100010000000000000000000001000000010000010000001000000000000000000000000000010000000000000000000000000000000000110000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100100000010000000000000000000000010000000000000000001000000000000000001000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001001000010000000000000000000001001000010000000000000000000010000000000000010000010000000100000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000010000000000000000000
30,10275789,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br,0000000000000000000000000100000001000000000000000000001000000000000000000000000000001000000001000000000000000000000010000000001000000100000100000000000000000000000000000001000000000000000000000000000001110000010000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000010000000000100000000001000000000000010000000000000000000000000000000000010000000000000000000000010000000000010100000000000000000000000000000000000000000000100000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000010000100000000000000000000000000100010000000000000000100000000011010000000000000000000000001000000000000000100000000000000010000100000000000000000000000010001000000000000000000100000000001000000000000001000000000010100010000000000000000000000000001000000100000000000000000010001000001000000000000000000000000000000000000000000000000000000000000000000000000000000
31,10296883,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,0000000000000010000000000000000001001000000000000000000000000000100000000100000000000000001000000000000000000000000000010100000000000000000000000000000000000000000000000000000100000000000000000000000000000001000010000010000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000010000000010000100001010000000000000000100010000000000000000000001000000000010000000000000000010000000000000000000000000000000100000000000000001000000010000000000000000001100000000000000000000000000000000000000000000000000000000000001001000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000001010000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000001001001000100000000001000001000000000000000000000000000000000001000000000000000000000100000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
32,10297043,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4NC(C)C5=CC=CC=C5,0100000000000000000000000000010001100000000000000000000000000000100000000010000010000000001000000000000000000000000000000000000010000000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000001000000000100000000010000000000001000000010100000000000010000000000000000000001000000000010000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000010000000100010000000000000000001000000000000000001000000000000100001000100000000001001001000000000000000000010000000000000000101000000000000000000000000000000000000000000000000000010000000001000000000000000100000000010000000000000000000010000000000000001000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
