siRNA,nbowVecs_1,nbowVecs_2,nbowVecs_3,nbowVecs_4,nbowVecs_5
MKNK1,0.512953367875648,0.27979274611399,0.00172711571675302,0.0310880829015544,0.174438687392055
MKNK2,0.5,0.0797413793103448,0,0.0129310344827586,0.407327586206897
MLCK,0.426638917793965,0.409989594172737,0.126951092611863,0.036420395421436,0
MLKL,0.565669700910273,0.148244473342003,0,0.0169050715214564,0.269180754226268
MOS,0.46039268788084,0.205822613405552,0.002708192281652,0.104942450914015,0.226134055517942
MPP1,0.581168831168831,0.0551948051948052,0,0.0438311688311688,0.319805194805195
MPP2,0.378980891719745,0.0509554140127389,0,0.0222929936305732,0.547770700636943
MPP3,0.455729166666667,0.0247395833333333,0,0.0143229166666667,0.505208333333333
MST1R,0.531043593130779,0.112285336856011,0,0.0290620871862616,0.327608982826949
MULK,0.554518950437318,0.297376093294461,0.0892128279883382,0.0588921282798834,0
MUSK,0.493203883495146,0.0466019417475728,0.42621359223301,0.0339805825242718,0
MVK,0.723118279569892,0.110215053763441,0,0.00940860215053763,0.157258064516129
MYLK,0.738170347003155,0.115667718191377,0,0.0168243953732913,0.129337539432177
MYLK2,0.640828856485035,0.146584804297774,0,0.0138142747505756,0.198772064466615
MYO3A,0.300711743772242,0.223309608540925,0.451957295373665,0.0240213523131673,0
MYO3B,0.676104972375691,0.0331491712707182,0,0.0234806629834254,0.267265193370166
Med GC Neg,0.00894187779433681,0.000558867362146051,0.770678092399404,0.0026080476900149,0.217213114754098
NADK,0.669093851132686,0.105987055016181,0.183656957928803,0.0412621359223301,0
NAGK,0.689836756187467,0.232227488151659,0.0537124802527646,0.0242232754081095,0
NAGS,0.450495049504951,0.0198019801980198,0,0.0099009900990099,0.51980198019802
NEK1,0.595685455810717,0.235212247738344,0,0.0313152400835073,0.137787056367432
NEK11,0.373350094280327,0.500314267756128,0.0773098680075424,0.0490257699560025,0
NEK2,0.62248322147651,0.162751677852349,0,0.011744966442953,0.203020134228188
NEK3,0.345828295042322,0.0374848851269649,0,0.00483675937122128,0.611850060459492
NEK4,0.617901234567901,0.0716049382716049,0,0.0253086419753086,0.285185185185185
NEK5,0.325852036575229,0.0149625935162095,0,0.00997506234413965,0.649210307564422
NEK6,0.572504708097928,0.0395480225988701,0,0.0188323917137476,0.369114877589454
NEK7,0.330522765598651,0.0202360876897133,0,0.00590219224283305,0.643338954468803
NEK8,0.642987249544627,0.164541590771099,0,0.0461445051608986,0.146326654523376
NEK9,0.532760472610097,0.351235230934479,0,0.0161117078410312,0.0998925886143931
NLK,0.624668435013263,0.0437665782493369,0,0.0125994694960212,0.318965517241379
NME2,0.552567237163814,0.245721271393643,0,0.0427872860635697,0.158924205378973
NME5,0.625836680053548,0.326639892904953,0.0294511378848728,0.0180722891566265,0
NME6,0.66304347826087,0.0760869565217391,0,0.0298913043478261,0.230978260869565
NME7,0.638418079096045,0.162429378531073,0,0.00423728813559322,0.194915254237288
NPR1,0.563091482649842,0.134858044164038,0,0.0244479495268139,0.277602523659306
NPR2,0.619852164730729,0.0739176346356917,0,0.00950369588173178,0.296726504751848
NRBP,0.33855331841909,0.104399701715138,0.00447427293064877,0.164802386278896,0.387770320656227
NRBP2,0.27214377406932,0.295250320924262,0.381258023106547,0.0513478818998716,0
NRK,0.480794701986755,0.0529801324503311,0,0.00529801324503311,0.460927152317881
NTRK1,0.311111111111111,0.623931623931624,0,0.0153846153846154,0.0495726495726496
NTRK2,0.639549436795995,0.136420525657071,0,0.0175219023779725,0.206508135168961
NTRK3,0.615789473684211,0.121052631578947,0,0.0526315789473684,0.210526315789474
NoAbr,0.578057032382794,0.133881101981634,0,0.0227162880618656,0.265345577573707
OXSR1,0.613621896880968,0.230426479949077,0,0.0216422660725652,0.13430935709739
PACE-1,0.628289473684211,0.125,0,0.0328947368421053,0.213815789473684
PAK1,0.5,0,0,0,0.5
PAK2,0.681760204081633,0.186224489795918,0,0.0235969387755102,0.108418367346939
PAK3,0.512,0.353777777777778,0,0.024,0.110222222222222
PAK4,0.54025974025974,0.286580086580087,0,0.051948051948052,0.121212121212121
PAK6,0.666924864446166,0.182029434546863,0,0.0209140201394268,0.130131680867545
PAK7,0.307606263982103,0.0223713646532438,0,0.0123042505592841,0.657718120805369
PANK1,0.847609561752988,0.0776892430278884,0.051792828685259,0.0229083665338645,0
PANK2,0.853863810252487,0.0459066564651875,0.0665646518745218,0.0313695485845448,0.00229533282325937
PANK3,0.122257053291536,0.601880877742947,0.260971786833856,0.0148902821316614,0
PANK4,0.222735141373341,0.714945181765724,0.0484708597807271,0.0138488170802077,0
PASK,0.543250327653997,0.176277850589777,0,0.0891218872870249,0.191349934469201
PBK,0.689606741573034,0.0730337078651685,0,0.0393258426966292,0.198033707865169
PCTK1,0.629098360655738,0.0614754098360656,0,0.100409836065574,0.209016393442623
PCTK2,0.672058823529412,0.15,0,0.0147058823529412,0.163235294117647
PCTK3,0.499370277078086,0.404282115869018,0.0667506297229219,0.0295969773299748,0
PDGFRA,0.612813370473538,0.234911792014856,0,0.0334261838440111,0.118848653667595
PDGFRB,0.611716621253406,0.123978201634877,0,0.0722070844686648,0.192098092643052
PDGFRL,0.51188589540412,0.0364500792393027,0,0.045958795562599,0.405705229793978
PDIK1L,0.223404255319149,0.0361702127659574,0,0.00638297872340425,0.734042553191489
PDK1,0.285837651122625,0.620898100172712,0,0.0155440414507772,0.077720207253886
PDK2,0.398876404494382,0.0355805243445693,0,0.0168539325842697,0.548689138576779
PDK3,0.219691895512391,0.722036168787676,0.0462156731413262,0.0120562625586068,0
PDK4,0.541944074567244,0.0372836218375499,0,0.0372836218375499,0.383488681757656
PDPK1,0.4,0.194318181818182,0.392045454545455,0.0136363636363636,0
PDXK,0.462020360219264,0.476115896632733,0.0462020360219264,0.0156617071260767,0
PFKFB1,0.28515625,0.64453125,0,0.0078125,0.0625
PFKFB2,0.517064846416382,0.220136518771331,0.0793515358361775,0.181740614334471,0.00170648464163823
PFKFB3,0.318445475638051,0.620649651972158,0.0394431554524362,0.021461716937355,0
PFKFB4,0.280049566294919,0.674101610904585,0.0371747211895911,0.00867410161090459,0
PFKL,0.75669099756691,0.0924574209245742,0.0839416058394161,0.0669099756690998,0
PFKM,0.559409120102762,0.375080282594733,0.037893384714194,0.0276172125883109,0
PFKP,0.0575200377180575,0.840641206977841,0.0891089108910891,0.0127298444130127,0
PFTK1,0.564976958525346,0.289400921658986,0,0.0230414746543779,0.12258064516129
PGK1,0.226654578422484,0.727107887579329,0.0317316409791478,0.014505893019039,0
PGK2,0.617916891527253,0.307609282245008,0.0404749055585537,0.0339989206691851,0
PHKA1,0.691385767790262,0.175280898876404,0.114606741573034,0.0187265917602996,0
PHKA2,0.75893536121673,0.151330798479087,0.0608365019011407,0.0288973384030418,0
PHKB,0.763842877425461,0.107903454803597,0.0591575958353053,0.0690960719356365,0
PHKG1,0.382352941176471,0.0617647058823529,0.533823529411765,0.0220588235294118,0
PHKG2,0.734154929577465,0.0352112676056338,0,0.00352112676056338,0.227112676056338
PI4K2B,0.230902777777778,0.690104166666667,0.0538194444444444,0.0251736111111111,0
PI4KII,0.452510917030568,0.456877729257642,0.0551310043668122,0.0354803493449782,0
PIK3C2A,0.54990494296578,0.365019011406844,0.0565589353612167,0.0285171102661597,0
PIK3C2B,0.199306759098787,0.68630849220104,0.0554592720970537,0.0589254766031196,0
PIK3C2G,0.538709677419355,0.398387096774194,0.032258064516129,0.0306451612903226,0
PIK3C3,0.177803602556653,0.748402091807089,0.0581057524694945,0.0156885531667635,0
PIK3CA,0.309647979139505,0.638852672750978,0.0365058670143416,0.014993481095176,0
PIK3CB,0.136363636363636,0.801948051948052,0.0409090909090909,0.0207792207792208,0
PIK3CD,0.812758417011223,0.0655640874187832,0.058476077968104,0.0614294152392203,0.00177200236266982
PIK3CG,0.687864644107351,0.23220536756126,0.0472578763127188,0.0326721120186698,0
PIK3R4,0.221550855991944,0.178247734138973,0.580060422960725,0.0201409869083585,0
PIK4CA,0.378715244487057,0.562799616490892,0.0450623202301055,0.0134228187919463,0
PIK4CB,0.514363885088919,0.417236662106703,0.0499316005471956,0.0184678522571819,0
PIM1,0.239301310043668,0.681222707423581,0.0506550218340611,0.02882096069869,0
PIM2,0.539285714285714,0.291964285714286,0,0.0116071428571429,0.157142857142857
PIM3,0.384615384615385,0.0192307692307692,0.586538461538462,0.00961538461538462,0
PINK1,0.666392092257002,0.204283360790774,0.102141680395387,0.0271828665568369,0
PIP5K1B,0.516757599376461,0.397505845674201,0.0584567420109119,0.0272798129384256,0
PIP5K1C,0.609341825902335,0.195329087048832,0,0.0382165605095541,0.157112526539278
PIP5K2A,0.802824551873981,0.109722976643129,0.0619228680065182,0.0255296034763715,0
PIP5K2B,0.752049180327869,0.195696721311475,0.0430327868852459,0.00922131147540984,0
PIP5K2C,0.5,0.265377855887522,0.20298769771529,0.0307557117750439,0.000878734622144112
PIP5K3,0.603693181818182,0.147727272727273,0,0.0696022727272727,0.178977272727273
PIP5KL1,0.391468005018821,0.0150564617314931,0,0.00501882057716437,0.588456712672522
PKLR,0.623937213865271,0.295618051013734,0.0562459123610203,0.0241988227599738,0
PKM2,0.043731778425656,0.913702623906706,0.0332361516034985,0.00932944606413994,0
PKMYT1,0.40036563071298,0.501828153564899,0,0.010054844606947,0.0877513711151737
PKN1,0.481658692185008,0.397129186602871,0.087719298245614,0.0334928229665072,0
PKN2,0.694594594594595,0.103603603603604,0.171171171171171,0.0306306306306306,0
PKN3,0.587959343236904,0.222830336200156,0.149335418295543,0.0398749022673964,0
PLK1,0.136363636363636,0.704545454545455,0.136363636363636,0.0227272727272727,0
PLK2,0.535135135135135,0.2,0,0.0243243243243243,0.240540540540541
PLK3,0.430477528089888,0.129915730337079,0.401685393258427,0.0379213483146067,0
PLK4,0.25,0,0,0,0.75
PMVK,0.712973593570609,0.0700344431687715,0,0.0183696900114811,0.198622273249139
PRKAA1,0.234772978959025,0.0365448504983389,0,0.0044296788482835,0.724252491694352
PRKAA2,0.619289340101523,0.0862944162436548,0,0.0380710659898477,0.256345177664975
PRKACA,0.4,0.516931216931217,0.0523809523809524,0.0306878306878307,0
PRKACB,0.26431718061674,0.209985315712188,0.501468428781204,0.0242290748898678,0
PRKACG,0.686073957513769,0.197482297403619,0,0.014162077104642,0.10228166797797
PRKCA,0.349872773536896,0.398218829516539,0.147582697201018,0.104325699745547,0
PRKCB1,0.514619883040936,0.239766081871345,0,0.0302144249512671,0.215399610136452
PRKCD,0.579961464354528,0.289017341040462,0,0.0186255619781631,0.112395632626847
PRKCE,0.585051546391753,0.295103092783505,0,0.0115979381443299,0.108247422680412
PRKCG,0.145724907063197,0.80817843866171,0.0386617100371747,0.00743494423791822,0
PRKCH,0.299254526091587,0.552715654952077,0,0.0457933972310969,0.10223642172524
PRKCI,0.311475409836066,0.0399590163934426,0,0.0204918032786885,0.628073770491803
PRKCQ,0.700302724520686,0.0544904137235116,0,0.0302724520686176,0.214934409687185
PRKCZ,0.374280230326296,0.0393474088291747,0,0.0124760076775432,0.573896353166987
PRKD1,0.584599797365755,0.354609929078014,0.0435663627152989,0.0172239108409321,0
PRKD2,0.317307692307692,0.0689102564102564,0,0.00320512820512821,0.610576923076923
PRKD3,0.4025,0.5,0.055625,0.041875,0
PRKDC,0.5775,0.2825,0,0.0175,0.1225
PRKG1,0.659239130434783,0.121195652173913,0,0.0315217391304348,0.18804347826087
PRKG2,0.619777158774373,0.0738161559888579,0,0.00974930362116992,0.296657381615599
PRKX,0.608623548922056,0.271144278606965,0.0870646766169154,0.033167495854063,0
PRKY,0.517052375152253,0.369671132764921,0.0676004872107186,0.0456760048721072,0
PRPF4B,0.342480790340285,0.0109769484083425,0,0.0120746432491767,0.634467618002195
PRPS1,0.710251688152241,0.135052179251074,0.0902394106813996,0.0644567219152855,0
PRPS2,0.353919239904988,0.573238321456849,0.0308788598574822,0.0419635787806809,0
PSKH1,0.414046121593291,0.0366876310272537,0,0.00733752620545073,0.541928721174004
PSKH2,0.606441476826394,0.0864100549882168,0,0.00785545954438335,0.299293008641005
PTK2,0.474558670820353,0.0841121495327103,0.414330218068536,0.0269989615784008,0
PTK2B,0.629803921568627,0.182745098039216,0,0.0164705882352941,0.170980392156863
PTK6,0.174868189806678,0.301405975395431,0.502636203866432,0.0210896309314587,0
PTK7,0.410313901345291,0.139013452914798,0.400597907324365,0.0500747384155456,0
PTK9,0.567594433399602,0.214711729622266,0,0.0497017892644135,0.167992047713718
PTK9L,0.437079233557742,0.476437079233558,0.0569653029518384,0.0295183842568617,0
PXK,0.487870619946092,0.0512129380053908,0,0.0188679245283019,0.442048517520216
RAF1,0.576179427687548,0.266821345707657,0.126836813611756,0.0301624129930394,0
RAGE,0.423963133640553,0.0783410138248848,0,0.0599078341013825,0.43778801843318
RBKS,0.694133157547792,0.216216216216216,0.0619644034278181,0.027686222808174,0
RET,0.662329615861214,0.147459727385378,0,0.0285006195786865,0.161710037174721
RFK,0.492208490059108,0.433100483610962,0.0435249865663622,0.031166039763568,0
RFP,0.351640991292699,0.371064969859344,0.247823174815807,0.0254521098459478,0.00401875418620228
RIOK1,0.658644711842939,0.187460417986067,0,0.0386320455984801,0.115262824572514
RIOK2,0.551261829652997,0.383280757097792,0.0433753943217666,0.0220820189274448,0
RIOK3,0.587973273942094,0.2271714922049,0,0.0579064587973274,0.126948775055679
RIPK1,0.674217907227616,0.134843581445523,0.167206040992449,0.0237324703344121,0
RIPK2,0.180131004366812,0.557860262008734,0,0.0141921397379913,0.247816593886463
RIPK3,0.565726083964212,0.155540261527873,0,0.0337233310392292,0.245010323468685
RIPK4,0.493072534637327,0.0790546047269764,0,0.0122249388753056,0.415647921760391
RIPK5,0.642614601018676,0.212224108658744,0.111205432937182,0.033955857385399,0
RNASEL,0.676241771394375,0.148414123279473,0,0.0305206463195691,0.144823459006583
ROCK1,0.761864406779661,0.13135593220339,0,0.0186440677966102,0.088135593220339
ROCK2,0.635157545605307,0.235489220563847,0,0.0066334991708126,0.122719734660033
ROR1,0.672727272727273,0.076555023923445,0,0.0143540669856459,0.236363636363636
ROR2,0.44,0.180444444444444,0,0.0204444444444444,0.359111111111111
ROS1,0.506989748369059,0.0587138863000932,0,0.0615097856477167,0.372786579683131
RPS6KA1,0.649709302325581,0.178779069767442,0,0.0188953488372093,0.152616279069767
RPS6KA2,0.2893864013267,0.245439469320066,0.44195688225539,0.0232172470978441,0
RPS6KA3,0.551357733175915,0.263282172373081,0,0.0566706021251476,0.128689492325856
RPS6KA4,0.437100213219616,0.497512437810945,0.0447761194029851,0.0206112295664534,0
RPS6KA5,0.332439678284182,0.0804289544235925,0,0.0482573726541555,0.53887399463807
RPS6KA6,0.585487077534791,0.160039761431412,0,0.0238568588469185,0.230616302186879
RPS6KB1,0.380434782608696,0.295289855072464,0,0.0208333333333333,0.303442028985507
RPS6KB2,0.669902912621359,0.12621359223301,0,0.0184466019417476,0.185436893203883
RPS6KC1,0.544750430292599,0.353700516351119,0,0.0172117039586919,0.0843373493975904
RPS6KL1,0.551477170993733,0.332139659803044,0.000895255147717099,0.0205908683974933,0.0948970456580125
RYK,0.494435612082671,0.0397456279809221,0,0.0381558028616852,0.427662957074722
SBK1,0.361301369863014,0.479452054794521,0,0.0154109589041096,0.143835616438356
SCAP1,0.587980173482032,0.190830235439901,0.203221809169765,0.0173482032218092,0.000619578686493185
SCAP2,0.59942154736081,0.316702819956616,0.0578452639190166,0.0260303687635575,0
SCYL1,0.428772919605078,0.0197461212976023,0,0,0.55148095909732
SCYL2,0.637223974763407,0.132492113564669,0.205047318611987,0.0252365930599369,0
SEPHS2,0.706150341685649,0.0911161731207289,0,0.010250569476082,0.19248291571754
SGK,0.793139293139293,0.0821205821205821,0.0810810810810811,0.0353430353430353,0.00831600831600832
SGK2,0.630510440835267,0.170533642691415,0,0.0417633410672854,0.157192575406032
SGKL,0.545893719806763,0.291235334713596,0.143547273982057,0.0193236714975845,0
SLK,0.690286624203822,0.217356687898089,0,0.017515923566879,0.0748407643312102
SMG1,0.386819484240688,0.530085959885387,0.0649474689589303,0.0181470869149952,0
SNARK,0.62719298245614,0.043859649122807,0,0.0219298245614035,0.307017543859649
SNF1LK,0.473130841121495,0.20911214953271,0,0.014018691588785,0.303738317757009
SNF1LK2,0.155172413793103,0.0344827586206897,0.706896551724138,0.103448275862069,0
SNRK,0.530428249436514,0.299023290758828,0.117205108940646,0.053343350864012,0
SPHK1,0.463701765860039,0.153041203400916,0.359058207979071,0.0241988227599738,0
SPHK2,0.215189873417722,0.712858094603598,0.0666222518321119,0.00532978014656895,0
SRC,0.552380952380952,0.36031746031746,0,0.00634920634920635,0.080952380952381
SRMS,0.546703296703297,0.336996336996337,0,0.0183150183150183,0.097985347985348
SRPK1,0.449591280653951,0.180744777475023,0,0.0908265213442325,0.278837420526794
SRPK2,0.628939828080229,0.0587392550143266,0,0.0186246418338109,0.293696275071633
SSTK,0.751058425063506,0.185436071126164,0.0304826418289585,0.0330228619813717,0
STK10,0.6386630532972,0.0632339656729901,0,0.016260162601626,0.281842818428184
STK11,0.678696158323632,0.0954598370197905,0,0.0069848661233993,0.218859138533178
STK16,0.653576437587658,0.174614305750351,0,0.0455820476858345,0.126227208976157
STK17A,0.623076923076923,0.152884615384615,0,0.0192307692307692,0.204807692307692
STK17B,0.44825018615041,0.405807892777364,0.116902457185406,0.0290394638868206,0
STK19,0.563600782778865,0.271037181996086,0,0.00880626223091976,0.156555772994129
STK22C,0.773209549071618,0.10079575596817,0.107427055702918,0.0185676392572944,0
STK23,0.423124231242312,0.506150061500615,0.050430504305043,0.0202952029520295,0
STK24,0.60365296803653,0.301369863013699,0,0.00821917808219178,0.0867579908675799
STK25,0.535714285714286,0.327551020408163,0,0.0224489795918367,0.114285714285714
STK3,0.389254385964912,0.489035087719298,0,0.0460526315789474,0.0756578947368421
STK31,0.630952380952381,0.0984848484848485,0,0.0183982683982684,0.252164502164502
STK32A,0.666253101736973,0.183622828784119,0,0.0161290322580645,0.133995037220844
STK32B,0.559341950646298,0.0423031727379553,0,0.0176263219741481,0.380728554641598
STK32C,0.589838909541512,0.0681536555142503,0,0.0223048327137546,0.319702602230483
STK33,0.460930640913082,0.399473222124671,0,0.0166812993854258,0.122914837576822
STK35,0.36283185840708,0.177795655671762,0.445695897023331,0.0136765888978278,0
STK36,0.579868708971554,0.0196936542669584,0,0.0087527352297593,0.391684901531729
STK38,0.620540540540541,0.166486486486486,0,0.0421621621621622,0.170810810810811
STK38L,0.59304932735426,0.133408071748879,0,0.0190582959641256,0.254484304932735
STK39,0.354309165526676,0.0150478796169631,0,0.039671682626539,0.590971272229822
STK4,0.628246753246753,0.0422077922077922,0,0.0113636363636364,0.318181818181818
STK40,0.426190476190476,0.195238095238095,0.347619047619048,0.030952380952381,0
STK6,0.517110266159696,0.096958174904943,0,0.0342205323193916,0.35171102661597
STYK1,0.513771186440678,0.0391949152542373,0.371822033898305,0.0752118644067797,0
SYK,0.659107016300496,0.232459248759745,0,0.00779588944011339,0.100637845499646
TAF1,0.370526315789474,0.486315789473684,0,0.0368421052631579,0.106315789473684
TAOK1,0.581801470588235,0.197610294117647,0,0.0220588235294118,0.198529411764706
TAOK2,0.32488986784141,0.0110132158590308,0,0.00440528634361234,0.659691629955947
TAOK3,0.628919860627178,0.0958188153310105,0,0.0452961672473868,0.229965156794425
TBK1,0.55663430420712,0.359223300970874,0.0590614886731392,0.023462783171521,0.00161812297734628
TEC,0.522455089820359,0.217065868263473,0,0.0179640718562874,0.24251497005988
TEK,0.63677639046538,0.148127128263337,0,0.0306469920544835,0.184449489216799
TESK1,0.5703125,0.100694444444444,0,0.0147569444444444,0.314236111111111
TESK2,0.490049751243781,0.10530679933665,0,0.021558872305141,0.383084577114428
TEX14,0.569020866773676,0.0513643659711075,0,0.0136436597110754,0.365971107544141
TGFBR1,0.211948790896159,0.714793741109531,0.0625889046941678,0.0106685633001422,0
TGFBR2,0.632208157524613,0.173699015471167,0,0.0182841068917018,0.175808720112518
TIE1,0.614772727272727,0.135227272727273,0,0.0136363636363636,0.236363636363636
TJP2,0.579194630872483,0.251006711409396,0.0973154362416107,0.0724832214765101,0
TK2,0.546810273405137,0.352112676056338,0.0695940347970174,0.0314830157415079,0
TLK1,0.610478359908884,0.190205011389522,0,0.0558086560364465,0.143507972665148
TLK2,0.572637517630465,0.16361071932299,0,0.0169252468265162,0.246826516220028
TNIK,0.526021264689424,0.250139899272524,0.190263010632345,0.0335758254057079,0
TNK1,0.655959425190194,0.180050718512257,0,0.0118343195266272,0.152155536770921
TNK2,0.528393351800554,0.252770083102493,0,0.0270083102493075,0.191828254847645
TNNI3K,0.658090724441435,0.0616113744075829,0,0.015572105619499,0.264725795531483
TP53RK,0.644382544103993,0.085422469823584,0,0.0389972144846797,0.231197771587744
TPK1,0.355844155844156,0.0207792207792208,0,0.0181818181818182,0.605194805194805
TRIB1,0.590289608177172,0.229131175468484,0,0.0144804088586031,0.166098807495741
TRIB2,0.539024390243902,0.413008130081301,0.0390243902439024,0.00894308943089431,0
TRIB3,0.283211678832117,0.0160583941605839,0,0.00291970802919708,0.697810218978102
TRIM28,0.484818805093046,0.287952987267385,0,0.0342801175318315,0.192948090107738
TRIM33,0.677900194426442,0.202851587815943,0,0.0103694102397926,0.108878807517822
TRIO,0.50492264416315,0.308016877637131,0,0.019690576652602,0.167369901547117
TRPM6,0.533642691415313,0.283062645011601,0,0.0139211136890951,0.169373549883991
TRPM7,0.714681440443213,0.0921052631578947,0,0.0207756232686981,0.172437673130194
TRRAP,0.650292397660819,0.204678362573099,0,0.0128654970760234,0.132163742690058
TSSK2,0.465957446808511,0.102127659574468,0.397872340425532,0.0340425531914894,0
TSSK4,0.428085106382979,0.373617021276596,0.000851063829787234,0.054468085106383,0.142978723404255
TTBK1,0.623404255319149,0.136170212765957,0,0.0138297872340426,0.226595744680851
TTBK2,0.693579766536965,0.14591439688716,0,0.0243190661478599,0.136186770428016
TTK,0.513888888888889,0.0902777777777778,0,0.0555555555555556,0.340277777777778
TTN,0.63956043956044,0.112087912087912,0,0.0197802197802198,0.228571428571429
TXK,0.609601449275362,0.107789855072464,0.000905797101449275,0.0715579710144928,0.210144927536232
TYK2,0.584726867335563,0.0384615384615385,0,0.0150501672240803,0.361761426978818
TYRO3,0.561875480399693,0.272867025365104,0.122213681783244,0.04304381245196,0
UCK1,0.646080760095012,0.302850356294537,0.0380047505938242,0.0130641330166271,0
UCK2,0.701447067783701,0.203351104341203,0.0708301599390708,0.0243716679360244,0
UCKL1,0.438541666666667,0.466666666666667,0.0505208333333333,0.0442708333333333,0
UHMK1,0.597560975609756,0.236397748592871,0.138836772983114,0.0272045028142589,0
ULK1,0.655913978494624,0.025089605734767,0,0.032258064516129,0.28673835125448
ULK2,0.535433070866142,0.068241469816273,0,0.0349956255468067,0.361329833770779
ULK3,0.517441860465116,0.348837209302326,0.0971760797342193,0.0365448504983389,0
ULK4,0.213395638629283,0.704828660436137,0.0607476635514019,0.0210280373831776,0
VRK1,0.673348181143281,0.0593912397921307,0,0.0311804008908686,0.236080178173719
VRK2,0.459119496855346,0.0880503144654088,0,0.00943396226415094,0.443396226415094
VRK3,0.633131618759455,0.183055975794251,0.139939485627837,0.0438729198184569,0
WEE1,0.479474548440066,0.0459770114942529,0,0.0279146141215107,0.446633825944171
WNK1,0.314741035856574,0.531872509960159,0,0.0328685258964143,0.120517928286853
WNK2,0.548172757475083,0.169435215946844,0,0.0182724252491694,0.264119601328904
WNK3,0.451871657754011,0.102941176470588,0.00267379679144385,0.0280748663101604,0.414438502673797
WNK4,0.67192118226601,0.107389162561576,0.200985221674877,0.0197044334975369,0
XYLB,0.583333333333333,0.242647058823529,0.0833333333333333,0.0906862745098039,0
YES1,0.608552631578947,0.185855263157895,0,0.0164473684210526,0.189144736842105
YSK4,0.577548005908419,0.150664697193501,0,0.0184638109305761,0.253323485967504
ZAK,0.67672131147541,0.0859016393442623,0,0.0183606557377049,0.219016393442623
ZAP70,0.414403778040142,0.170011806375443,0,0.00944510035419126,0.406139315230224
noSIRNA,0.386790445798279,0.159649292460433,0.181736131257454,0.0226154788382813,0.249208651645553
p53,0.00798369288262273,0.000509597418039749,0.792933582469849,0.00203838967215899,0.19653473755733
