siRNA,nbowVecs_1,nbowVecs_2,nbowVecs_3,nbowVecs_4,nbowVecs_5
GCK,0.498495486459378,0.0431293881644935,0,0.0200601805416249,0.438314944834504
GK2,0.607204116638079,0.291595197255575,0,0.0240137221269297,0.0771869639794168
GNE,0.640132669983416,0.119402985074627,0,0.0066334991708126,0.233830845771144
GRK1,0.529274004683841,0.0807962529274005,0,0.0503512880562061,0.339578454332553
GRK4,0.403453689167975,0.23861852433281,0,0.021978021978022,0.335949764521193
GRK5,0.689141856392294,0.095446584938704,0.180385288966725,0.0350262697022767,0
GRK6,0.722772277227723,0.154015401540154,0,0.0154015401540154,0.107810781078108
GRK7,0.608724832214765,0.264429530201342,0,0.0375838926174497,0.089261744966443
GSG2,0.450417052826691,0.295644114921223,0,0.0278035217794254,0.22613531047266
GSK3A,0.620067643742954,0.142051860202931,0,0.0326944757609921,0.205186020293123
GSK3B,0.32972972972973,0.0378378378378378,0.616216216216216,0.0162162162162162,0
GUCY2C,0.433619866284623,0.114613180515759,0.427889207258835,0.0238777459407832,0
GUCY2D,0.642084562438545,0.211406096361849,0,0.0108161258603736,0.135693215339233
GUCY2F,0.325274725274725,0.532967032967033,0,0.0307692307692308,0.110989010989011
HCK,0.1925,0.7275,0.061875,0.018125,0
HIPK1,0.715832205683356,0.148849797023004,0.0893098782138024,0.0460081190798376,0
HIPK2,0.526011560693642,0.104046242774566,0.34971098265896,0.0202312138728324,0
HIPK3,0.46875,0.37890625,0.123697916666667,0.0286458333333333,0
HIPK4,0.715298885511651,0.0557244174265451,0.206686930091185,0.022289766970618,0
HK1,0.450526315789474,0.193684210526316,0,0.0189473684210526,0.336842105263158
HK2,0.330838323353293,0.0284431137724551,0,0.0134730538922156,0.627245508982036
HK3,0.653465346534653,0.190947666195191,0,0.0183875530410184,0.137199434229137
HSPB8,0.161290322580645,0.032258064516129,0,0.0161290322580645,0.790322580645161
HUNK,0.577399380804954,0.26625386996904,0.112229102167183,0.0441176470588235,0
Hi GC Neg,0.0044767090139141,0.000362976406533575,0.456987295825771,0.00169388989715668,0.536479128856624
ICK,0.6199829205807,0.239111870196413,0.100768573868488,0.040136635354398,0
IGF1R,0.531088082901554,0.0682210708117444,0,0.077720207253886,0.322970639032815
IGF2R,0.460526315789474,0.404605263157895,0,0.0493421052631579,0.0855263157894737
IHPK1,0.56043956043956,0.370629370629371,0.037962037962038,0.030969030969031,0
IHPK3,0.650887573964497,0.140532544378698,0,0.0784023668639053,0.130177514792899
IKBKB,0.606694560669456,0.188284518828452,0,0.0125523012552301,0.192468619246862
IKBKE,0.398148148148148,0,0.601851851851852,0,0
ILK,0.585531273549359,0.357950263752826,0.0452147701582517,0.0113036925395629,0
INSR,0.629950495049505,0.122524752475248,0,0.0253712871287129,0.222153465346535
INSRR,0.676657584014532,0.128065395095368,0,0.0435967302452316,0.151680290644868
IPMK,0.664406779661017,0.167231638418079,0,0.0293785310734463,0.138983050847458
IRAK1,0.46422893481717,0.364069952305246,0.00158982511923688,0.0254372019077901,0.144674085850556
IRAK2,0.556594948550047,0.224508886810103,0,0.0280636108512629,0.190832553788587
IRAK3,0.62945914844649,0.0805523590333717,0,0.023590333716916,0.266398158803222
IRAK4,0.619392185238784,0.311143270622287,0.0332850940665702,0.0361794500723589,0
ITK,0.413715146948003,0.0406932931424265,0,0.039939713639789,0.505651846269781
ITPK1,0.678137651821862,0.208502024291498,0,0.0364372469635627,0.0769230769230769
ITPKA,0.549695740365112,0.243407707910751,0,0.0283975659229209,0.178498985801217
ITPKB,0.717434869739479,0.132264529058116,0,0.0140280561122244,0.13627254509018
ITPKC,0.489335006273526,0.41405269761606,0.0784190715181932,0.0181932245922208,0
JAK1,0.631274131274131,0.137065637065637,0.204633204633205,0.027027027027027,0
JAK2,0.564271588661833,0.249835201054713,0,0.038892551087673,0.147000659195781
JAK3,0.528584817244611,0.34020618556701,0,0.0290534208059981,0.102155576382381
KALRN,0.716076696165192,0.171828908554572,0,0.0199115044247788,0.0921828908554572
KDR,0.599455040871935,0.153496821071753,0,0.0762942779291553,0.170753860127157
KHK,0.528455284552846,0.0569105691056911,0,0.0211382113821138,0.39349593495935
KIAA0999,0.577142857142857,0.134857142857143,0,0.0251428571428571,0.262857142857143
KIAA1804,0.741554054054054,0.116554054054054,0,0.0135135135135135,0.128378378378378
KIT,0.618510158013544,0.242663656884876,0.115124153498871,0.0237020316027088,0
KSR,0.669923237962317,0.257501744591766,0.0474528960223308,0.0251221214235869,0
KSR2,0.627049180327869,0.225409836065574,0.127049180327869,0.0204918032786885,0
LATS1,0.680580762250454,0.184210526315789,0.104355716878403,0.0308529945553539,0
LATS2,0.574981160512434,0.295403165033911,0.0994724943481537,0.0301431801055011,0
LCK,0.62111801242236,0.169082125603865,0,0.0255348516218081,0.184265010351967
LIMK1,0.548518896833504,0.0888661899897855,0,0.0337078651685393,0.328907048008172
LIMK2,0.413067552602436,0.511074197120709,0.0487264673311185,0.0271317829457364,0
LMTK2,0.505482456140351,0.422149122807018,0,0.0164473684210526,0.0559210526315789
LMTK3,0.614702154626109,0.226869455006337,0,0.0190114068441065,0.139416983523447
LRRK1,0.668508287292818,0.0870165745856354,0,0.0607734806629834,0.183701657458564
LRRK2,0.597667638483965,0.134110787172012,0,0.0145772594752187,0.253644314868805
LTK,0.649918962722853,0.181523500810373,0,0.0178282009724473,0.150729335494327
LYK5,0.475935828877005,0.129233511586453,0,0.0213903743315508,0.373440285204991
LYN,0.508610792192882,0.274397244546498,0,0.0436280137772675,0.173363949483352
Lo GC Neg,0.00814447592067989,0.000531161473087819,0.661827195467422,0.00159348441926346,0.327903682719547
MAGI3,0.649793388429752,0.130165289256198,0,0.0289256198347107,0.191115702479339
MAK,0.638888888888889,0.157986111111111,0,0.0353009259259259,0.167824074074074
MAP2K1,0.67324290998767,0.109741060419236,0,0.032059186189889,0.184956843403206
MAP2K2,0.663690476190476,0.11547619047619,0,0.0333333333333333,0.1875
MAP2K3,0.719219219219219,0.102102102102102,0,0.0165165165165165,0.162162162162162
MAP2K4,0.49126213592233,0.366990291262136,0,0.0349514563106796,0.106796116504854
MAP2K5,0.617467248908297,0.225327510917031,0.126637554585153,0.0305676855895196,0
MAP2K6,0.282668500687758,0.264786795048143,0.420220082530949,0.0323246217331499,0
MAP2K7,0.350306748466258,0.533128834355828,0.050920245398773,0.0656441717791411,0
MAP3K1,0.670255720053836,0.106325706594886,0,0.0134589502018843,0.209959623149394
MAP3K10,0.4366893143916,0.161210623841878,0.00617665225447807,0.145768993205683,0.250154416306362
MAP3K11,0.513093289689034,0.413256955810147,0,0.00818330605564648,0.0654664484451719
MAP3K12,0.674353598881901,0.187980433263452,0.0831586303284416,0.0545073375262055,0
MAP3K13,0.546481320590791,0.364900086880973,0.0695047784535187,0.0191138140747176,0
MAP3K14,0.167910447761194,0.730099502487562,0.0771144278606965,0.0248756218905473,0
MAP3K15,0.650383810188416,0.0544312630844382,0,0.0202372644801117,0.274947662247034
MAP3K2,0.491358024691358,0.0954732510288066,0.383539094650206,0.0296296296296296,0
MAP3K3,0.749182115594329,0.102508178844057,0.113413304252999,0.0348964013086151,0
MAP3K4,0.621575342465753,0.25,0,0.0188356164383562,0.10958904109589
MAP3K5,0.62461155997514,0.17775015537601,0,0.0428837787445618,0.154754505904288
MAP3K6,0.590680100755667,0.0806045340050378,0,0.0138539042821159,0.314861460957179
MAP3K7,0.633140376266281,0.101302460202605,0,0.0159189580318379,0.249638205499276
MAP3K8,0.562186279977691,0.285554935861684,0.0847741215839375,0.0674846625766871,0
MAP3K9,0.575178997613365,0.12291169451074,0,0.0155131264916468,0.286396181384248
MAP4K1,0.718061674008811,0.136563876651982,0,0.0105726872246696,0.134801762114537
MAP4K2,0.8289592760181,0.108597285067873,0.0271493212669683,0.0343891402714932,0.000904977375565611
MAP4K3,0.429824561403509,0.149122807017544,0,0.0303643724696356,0.390688259109312
MAP4K4,0.597644749754661,0.104023552502453,0,0.0117762512266928,0.286555446516192
MAP4K5,0.686182669789227,0.0444964871194379,0,0.0398126463700234,0.229508196721311
MAPK1,0.612903225806452,0.152492668621701,0,0.0410557184750733,0.193548387096774
MAPK10,0.215411558669002,0.00525394045534151,0,0.0402802101576182,0.739054290718039
MAPK11,0.682943603851444,0.246217331499312,0.0357634112792297,0.0350756533700138,0
MAPK12,0.675373134328358,0.127611940298507,0.167164179104478,0.0298507462686567,0
MAPK13,0.501199040767386,0.0239808153477218,0,0.026378896882494,0.448441247002398
MAPK14,0.538679914833215,0.140525195173882,0,0.0652945351312988,0.255500354861604
MAPK3,0.259375,0.33125,0.00625,0.028125,0.375
MAPK4,0.44722598105548,0.483085250338295,0.0466847090663058,0.0230040595399188,0
MAPK6,0.666666666666667,0.195360195360195,0,0.0170940170940171,0.120879120879121
MAPK7,0.765490943755958,0.0772163965681602,0,0.000953288846520496,0.156339370829361
MAPK8,0.459724950884086,0.0176817288801572,0,0.00982318271119843,0.512770137524558
MAPK9,0.61372110365399,0.231916480238628,0.113348247576435,0.0410141685309471,0
MAPKAPK2,0.396378269617706,0.446680080482897,0,0.0221327967806841,0.134808853118712
MAPKAPK3,0.564655172413793,0.268965517241379,0.137068965517241,0.0293103448275862,0
MAPKAPK5,0.494604316546763,0.444244604316547,0.0359712230215827,0.0251798561151079,0
MARK1,0.506401137980085,0.15647226173542,0,0.0163584637268848,0.32076813655761
MARK2,0.632972322503008,0.0842358604091456,0,0.036101083032491,0.246690734055355
MARK3,0.50207468879668,0.20954356846473,0,0.0228215767634855,0.265560165975104
MARK4,0.620973269362577,0.213845099383139,0,0.0157642220699109,0.149417409184373
MASK,0.413602941176471,0.455882352941176,0,0.0248161764705882,0.105698529411765
MAST1,0.609511889862328,0.0275344180225282,0,0.0475594493116396,0.315394242803504
MAST2,0.431325301204819,0.0168674698795181,0,0.0144578313253012,0.537349397590361
MAST3,0.684014869888476,0.105947955390335,0,0.0390334572490706,0.171003717472119
MAST4,0.568707482993197,0.325170068027211,0,0.0204081632653061,0.0857142857142857
MASTL,0.496875,0.189375,0.00125,0.108125,0.204375
MATK,0.492270138323841,0.303905614320586,0.0834011391375102,0.120423108218063,0
MELK,0.440842787682334,0.0113452188006483,0,0.0259319286871961,0.521880064829822
MERTK,0.507462686567164,0.286069651741294,0,0.0945273631840796,0.111940298507463
MET,0.637385086823289,0.106230847803882,0,0.0234933605720123,0.232890704800817
MGC16169,0.51435132032147,0.0574052812858783,0,0.0275545350172216,0.400688863375431
MGC42105,0.46027397260274,0.356164383561644,0,0.0506849315068493,0.132876712328767
MINK1,0.518776077885953,0.147426981919332,0,0.0389429763560501,0.294853963838665
