siRNA,hsa,medoids_1,medoids_2,medoids_3,medoids_4,medoids_5
KSR,,1.1930392399277,-9.32025827285984,0.692698893862467,-0.121392970030898,-2.73534352759994
KSR2,hsa283455,2.76775951750422,-3.72669878324903,2.71720386555623,-3.20447487852635,-9.32695541867474
LATS1,hsa9113,2.76775951750422,-2.69928809112524,1.14857567445855,-2.64978915757183,-10.6313573024776
LATS2,hsa26524,2.76775951750422,-1.75352717102532,3.79551999810242,-1.81776057614005,-7.40745149514773
LCK,hsa3932,4.54445171346748,-0.404433231438204,-0.418952902721225,-3.64503401239447,-6.73406719218438
LIMK1,hsa3984,3.828751566088,-3.30995254146548,-3.62143375257327,-3.64027758233729,-7.68653387104299
LIMK2,hsa3985,1.1930392399277,-6.00241697761797,0.751152054761544,-2.06279299337171,4.4266499742905
LMTK2,hsa22853,3.828751566088,-4.37973309808561,-0.0592634027333193,-0.312163256610178,2.59916477791612
LMTK3,hsa114783,3.828751566088,-4.4155250996408,-0.269579033136538,-1.42153469851922,-5.00711889989755
LRRK1,hsa79705,4.54445171346748,-8.92157189320829,-4.93026368696207,-3.09034829143996,-7.35880822159811
LRRK2,hsa120892,3.828751566088,-9.44342348946064,1.29673418129187,-8.07776334997344,-5.5182095159949
LTK,hsa4058,3.828751566088,-7.33583874909442,-0.149200246334481,-2.25356327995099,-6.03961160943456
LYK5,,3.84794230459442,-6.14707144041084,1.12120107534443,-6.47565071499748,-6.75715593492913
LYN,hsa4067,4.54445171346748,-1.13555918603156,-0.806248499490172,-5.58643403573529,-2.55096982946833
Lo GC Neg,,-22.9398607188279,-1.58896355367216,-6.2025169899764,-13.4661607161849,-63.4879901591837
MAGI3,,4.61911949644391,1.30719225038908,-0.101685350197706,-3.07936551416506,-6.68968300710224
MAK,hsa4117,3.84794230459442,-1.70734167784782,0.225999597337534,-2.03816494736133,-5.93335856029854
MAP2K1,hsa5604,3.828751566088,0.296940182948059,-0.486492347047187,-4.47230616376907,-8.40833728500503
MAP2K2,hsa5605,3.84794230459442,-6.39499366962667,-1.09805130865172,-5.08893641261118,-8.34355430778918
MAP2K3,hsa5606,4.61911949644391,-6.69162953863083,2.02438922286031,-3.07936551416506,-7.00507971624653
MAP2K4,hsa6416,3.828751566088,-2.43153863802631,-2.54207588052591,-3.91762044281455,0.657244599297119
MAP2K5,hsa5607,2.76775951750422,-0.28795121722066,1.48621502167165,-4.8685320413899,-7.31263073610862
MAP2K6,hsa5608,2.76775951750422,-0.86261298712148,-1.40576958241451,-6.80993206473072,-12.566552604569
MAP2K7,hsa5609,1.1930392399277,-0.474015785148342,0.0295738269499263,-0.676078690985417,3.00568356400934
MAP3K1,hsa4214,4.61911949644391,-3.13934946276422,2.68531506193703,-5.29810839798313,-8.05864370557
MAP3K10,hsa4294,4.88854821033079,3.2096928013341,-3.24403468106547,-5.74286927618749,-8.76856650433329
MAP3K11,hsa4296,4.88854821033079,-4.77702665622471,3.49509390084783,-2.96944067141489,1.30126360808996
MAP3K12,hsa7786,1.1930392399277,4.45654896015451,-1.78918759326243,-1.78545013289445,-8.41764003086821
MAP3K13,hsa9175,1.1930392399277,-5.91016303508755,0.757402491768574,-2.06279299337171,-1.96982841620852
MAP3K14,hsa9020,1.1930392399277,-10.6396698985346,1.89880173855239,-4.28153587718979,21.7268431666348
MAP3K15,hsa389840,3.84794230459442,-14.5975419397027,0.425782083895577,-5.36627927308844,-8.80308753717496
MAP3K2,hsa10746,2.76775951750422,-2.42154309540756,-3.71125484734098,-7.36461778568524,-21.139873527051
MAP3K3,hsa4215,2.76775951750422,-1.41695594907599,-0.549691210118276,-2.37244629709457,-15.1784946478875
MAP3K4,hsa4216,3.828751566088,-9.62832932352503,1.87061689760402,-3.91762044281455,-1.87265395038475
MAP3K5,hsa4217,3.84794230459442,-0.330929709604786,-0.720362865060235,-2.03816494736133,-5.02012032785091
MAP3K6,hsa9064,4.88854821033079,-10.5579616045984,1.13948939103165,-4.91084069475571,-9.53923735439587
MAP3K7,hsa6885,4.54445171346748,-8.11038796260529,-1.08960164380888,-5.58643403573529,-6.75715593492913
MAP3K8,hsa1326,1.60754890861832,2.47557052483161,-1.14984891162665,-3.88266137525139,-4.12055601100939
MAP3K9,hsa4293,3.828751566088,-9.08772730657568,3.00136725170918,-4.19496330329181,-8.58475321257898
MAP4K1,hsa11184,4.88854821033079,-9.90331208498272,3.2007446173501,-4.63349783427845,-6.99342326359869
MAP4K2,hsa5871,1.60754890861832,8.68474541856221,-2.30027656742062,-0.27720418904702,-7.79682184609557
MAP4K3,hsa8491,3.84794230459442,-5.20816928843104,-0.974778801013065,-5.36627927308844,-9.88018859434502
MAP4K4,hsa9448,3.84794230459442,-9.03072696400741,3.13962923328136,-1.76082208688407,-9.29355519858767
MAP4K5,hsa11183,4.61911949644391,-7.98255269740392,-1.20766545394168,1.63546311394835,-6.84839009315352
MAPK1,hsa5594,4.61911949644391,-3.01689821349333,0.279591307231144,-6.13013697941491,-7.67936066941355
MAPK10,hsa5602,-21.0885007398882,-7.69219037739701,-5.64698046376821,-14.7277656542099,-46.2395785161019
MAPK11,hsa5600,1.60754890861832,-3.79973412978415,-2.11010123404005,-1.66391849143332,-5.25750846927507
MAPK12,hsa6300,2.76775951750422,-1.19227862342085,2.56210042871511,-4.03650345995813,-14.0260749736084
MAPK13,hsa5603,3.84794230459442,-10.6835730371329,0.932646225632351,-7.030336435952,-9.14426293967502
MAPK14,hsa1432,3.84794230459442,0.805144469254906,0.11175549870904,-5.08893641261118,-7.19965281044499
MAPK3,hsa5595,4.61911949644391,10.7051091008548,-3.90843298514609,-7.5168512818012,-0.454825815816458
MAPK4,hsa5596,1.1930392399277,-9.97757639167588,0.779394770126646,-4.8362215981443,4.5956685376841
MAPK6,hsa5597,3.84794230459442,-17.5737791285385,0.563175949216785,-4.53425069165666,-3.04816236740865
MAPK7,hsa5598,3.828751566088,-5.83791188217709,3.24478704848298,-2.80824900090551,-7.00440722859377
MAPK8,hsa5599,4.54445171346748,-10.5592022691389,4.60500946492957,-7.5278340590761,-9.8833268700579
MAPK9,hsa5601,2.76775951750422,-0.572227258349649,0.59957895734105,-4.8685320413899,-7.98153178805356
MAPKAPK2,hsa9261,4.61911949644391,0.823801254892242,1.09538908548207,-6.40747983989217,0.794656243011006
MAPKAPK3,hsa7867,2.76775951750422,-4.39916237296514,0.479431668205914,-3.75916059948087,-7.64685709953017
MAPKAPK5,hsa8550,1.1930392399277,-3.29692556379023,-0.291976432411738,-3.44950729575801,2.68019954007365
MARK1,hsa4139,4.88854821033079,-13.9495873268527,2.34304576138538,-7.6842692995283,-7.88872849197272
MARK2,hsa2011,4.54445171346748,-6.05661997277888,1.51000140694841,-1.14894826809914,-6.8887393523191
MARK3,hsa4140,3.828751566088,-7.6895451869616,2.68190047134986,-3.91762044281455,-6.39065016417511
MARK4,hsa57787,4.88854821033079,-9.04816649386916,0.08304978801007,-6.02021213666475,-4.77040324612615
MASK,,4.88854821033079,-7.52250024052744,2.05159019872424,-2.96944067141489,0.962553993650007
MAST1,hsa22983,4.54445171346748,0.615510064677671,-2.49583422155723,-6.97314833812158,-7.14428466036778
MAST2,hsa23139,4.61911949644391,-5.22364248203992,0.692814642695921,-8.34887986323298,-8.79277605983264
MAST3,hsa23031,3.828751566088,7.19250688151926,-3.55985537317068,-5.02699188472358,-8.56413025789435
MAST4,hsa375449,3.828751566088,-2.00072372852879,-0.389263326937832,-2.53090614042825,-0.875578923893088
MASTL,hsa84930,3.84794230459442,6.45110447912817,-2.53796679693796,-5.36627927308844,-5.57895756729419
MATK,hsa4145,1.60754890861832,-2.66356631586479,-0.484524616878315,-0.27720418904702,-6.58029168225334
MELK,hsa9833,3.84794230459442,-10.550353756001,2.78532205404951,-9.80376504072459,-8.77148061749525
MERTK,hsa10461,4.54445171346748,-3.47105166161121,-2.37233021625166,1.34713747619619,-2.21562265329218
MET,hsa4233,3.828751566088,-3.53612802807519,1.07715864421156,-4.74964902424632,-7.87460625126477
MGC16169,,4.54445171346748,-5.45604470011705,0.769903365782634,-8.08251978003062,-8.08711234953683
MGC42105,,4.54445171346748,-5.88433146300374,-0.222295634666697,-4.75440545430351,-3.64174480224452
MINK1,hsa50488,4.54445171346748,-11.0773318717698,0.764926165943701,-5.86377689621255,-5.42540621991407
MKNK1,hsa8569,3.84794230459442,-1.38931019771126,-1.66556783912337,-1.48347922640681,-4.684100664022
MKNK2,hsa2872,3.828751566088,-6.01286899115256,0.895085729173431,-5.02699188472358,-6.77777888961376
MLCK,,2.76775951750422,-2.76583920977887,2.46035720410066,-1.81776057614005,-2.7827539071195
MLKL,hsa197259,3.828751566088,-10.1364633835371,4.49603193822367,-5.5816776056781,-7.54082821294506
MOS,hsa4342,3.84794230459442,-2.14473445028649,-4.66323112816172,-3.70222211022489,-9.06244360858927
MPP1,,4.61911949644391,-2.69886673335676,-2.04198304554676,-5.02076553750587,-7.75086852315699
MPP2,,4.61911949644391,5.52240854865136,4.78685088230077,-8.34887986323298,-9.42962186699605
MPP3,,4.61911949644391,-4.32137504715226,0.442102669413927,-5.02076553750587,-10.2818878855935
MST1R,hsa4486,3.828751566088,-9.39758912775688,0.943237243894266,-8.07776334997344,-7.09183062345252
MULK,,1.60754890861832,-5.89069864706065,-0.721115232477763,-3.60531851477413,-3.71616676914992
MUSK,hsa4593,2.76775951750422,-2.31955110667246,-4.97037065775719,-6.80993206473072,-21.8874556343689
MVK,,4.61911949644391,-7.85113589117054,1.73987859020696,-1.96999407225602,-7.31778647477977
MYLK,hsa4638,3.828751566088,-5.24723851707434,2.02653057627939,-1.97622041947373,-6.24158206781339
MYLK2,hsa85366,4.88854821033079,-4.95322442974067,3.39149869489798,-3.52412639236941,-7.42471201156856
MYO3A,hsa53904,2.76775951750422,-0.464359669620863,0.763479305525397,-2.92713201804909,-15.4470413838895
MYO3B,hsa140469,3.84794230459442,1.60455379110561,3.14055522394907,-7.86236501738377,-9.96514620114366
Med GC Neg,,-22.9398607188279,-0.532760080702789,-4.81237350007948,-13.4661607161849,-63.4879901591837
NADK,,1.1930392399277,2.31511514572105,-0.813540675998378,-6.2229359005306,-18.2290107220808
NAGK,,1.60754890861832,-8.00830233881053,1.92131488666103,-2.77328993334235,-5.92147794509978
NAGS,,4.61911949644391,-8.11109022555274,4.07950976100518,-9.18090844466476,-9.04607974237212
NEK1,hsa4750,3.84794230459442,-8.06539631643846,1.44483481370845,-2.59285066831585,-4.2321889613675
NEK11,hsa79858,1.60754890861832,-6.12132179900422,-1.53691301072867,-1.66391849143332,1.82423483938605
NEK2,hsa4751,3.84794230459442,-7.78924311673502,1.93919808143116,-2.03816494736133,-5.99567574945427
NEK3,hsa4752,-21.1631685228646,-11.8852151665198,-0.247991875695593,-13.9067198500531,-45.4767533553215
NEK4,hsa6787,4.54445171346748,-1.28865250857632,0.0976341410264822,-5.30909117525803,-7.94521745480454
NEK5,hsa341676,-21.8788686702441,-3.6217104726048,0.986180061109235,-13.9019634199959,-46.4991587500671
NEK6,hsa10783,3.828751566088,2.07792583521879,-0.0174780738529936,-7.80042048949618,-8.05819538046817
NEK7,hsa140609,-21.1631685228646,-9.28433752309762,1.1971323100965,-13.9067198500531,-45.4767533553215
NEK8,hsa284086,4.88854821033079,-2.1201084295958,0.673600336340976,-3.52412639236941,-7.54441481375977
NEK9,hsa91754,4.54445171346748,-9.02026324609036,1.3015377578806,-3.09034829143996,-2.22279585492162
NLK,hsa51701,4.88854821033079,-1.21894120665915,2.74041150666566,-4.07881211332393,-11.8871159127308
NME2,,4.61911949644391,-0.856128759239997,1.10360725265797,0.248748811562054,-4.0338051038034
NME5,,1.1930392399277,-7.27980987027013,2.63924702621855,-0.121392970030898,-1.02296580112291
NME6,,4.61911949644391,-6.52421005195803,-1.83768635448364,-4.46607981655135,-4.82039149498129
NME7,,4.61911949644391,-4.1375928338038,2.33505909187641,-1.96999407225602,-6.88896351487003
NPR1,hsa4881,3.84794230459442,-7.10486446567712,2.18250212937148,-6.75299357547474,-6.7298081037169
NPR2,hsa4882,4.54445171346748,-3.85525972016277,2.46909624102717,-6.41846261716707,-6.80624753358059
NRBP,,3.84794230459442,-5.82173642562076,-10.0478668608849,-4.53425069165666,-8.25209598701387
NRBP2,hsa340371,2.76775951750422,3.97197582202946,-6.06674360832369,-7.08727492520798,-17.2694829228682
NRK,hsa203447,4.54445171346748,-5.12195480724872,3.18048857149399,-5.58643403573529,-8.13620394818829
NTRK1,hsa4914,4.54445171346748,-1.34382696748122,-0.513519699660919,0.237766034287155,5.62311758982541
NTRK2,hsa4915,4.88854821033079,0.219457171079074,2.46053082735086,-1.5827263690286,-7.49218493939544
NTRK3,hsa4916,3.84794230459442,-3.33624058446514,1.26033117316759,-6.47565071499748,-8.9996780943317
NoAbr,,3.828751566088,-6.04699897039878,-0.851448418957674,-6.13636332663262,-9.74793268930229
OXSR1,hsa9943,4.88854821033079,-7.74280012714345,2.48634281721323,-1.86006922950586,-4.79954437774574
PACE-1,,3.828751566088,-7.76464050480924,0.716716776806151,-1.97622041947373,-6.81185159735358
PAK1,hsa5058,4.88854821033079,-15.2415872888119,-0.36999114616616,-4.07881211332393,-3.29877609933708
PAK2,hsa5062,4.88854821033079,0.237271241179466,1.8847961297033,-4.07881211332393,-3.73947967444558
PAK3,hsa5063,3.84794230459442,-10.8854736345256,1.12085382884404,-0.928793505452293,-0.790172991992608
PAK4,hsa10298,4.88854821033079,-3.06362210826387,1.2691280845108,-0.750697787596821,-2.10869711650339
PAK6,hsa56924,4.88854821033079,-0.731711173716234,2.40798085695842,-3.24678353189215,-3.99838742075806
PAK7,,-20.8190720260013,2.46365546348983,2.17335797152786,-13.5084693695507,-47.4652993445319
PANK1,,1.60754890861832,-9.32115951030907,0.00937565551054519,-6.93343284050124,-13.372416975126
PANK2,,1.1930392399277,-2.70943579071593,1.21403163978217,-0.953421551462676,-16.0662904308057
PANK3,,1.1930392399277,-11.4848433557943,2.20484165422994,-6.2229359005306,-1.08326552732037
PANK4,,1.60754890861832,-17.023860423153,2.39623235036188,-0.554547049524279,11.2661856466827
PASK,hsa23178,4.54445171346748,4.91062047759519,-0.329016059120064,-3.09034829143996,-6.82171474959406
PBK,hsa55872,4.61911949644391,-5.18492438487035,0.598479343423147,-3.07936551416506,-6.93648597566504
PCTK1,,4.61911949644391,-5.18714821753728,-3.75541302730731,-0.860622630346982,-8.85083416052089
PCTK2,,3.84794230459442,-2.95552043188593,-0.5557680238751,-1.76082208688407,-5.07885091619192
PCTK3,,1.1930392399277,3.53096639541141,0.0175359482697206,-6.2229359005306,-0.433866617305445
PDGFRA,hsa5156,3.828751566088,-0.628853060679279,0.496793993225454,-2.53090614042825,-4.45410988677819
PDGFRB,hsa5159,3.828751566088,2.19567192274175,-3.95282266277935,-3.64027758233729,-7.14854374883525
PDGFRL,,4.61911949644391,7.6715672555068,1.0838142021357,-5.29810839798313,-9.38725514487219
PDIK1L,hsa149420,-21.1631685228646,-9.63661602630497,-1.69323181032115,-13.9067198500531,-45.4767533553215
PDK1,hsa5163,4.88854821033079,1.08581556058697,1.66579933679031,-1.30538350855134,5.72869815130868
PDK2,hsa5164,-21.1631685228646,-9.95017643234275,-0.443491655415491,-13.9067198500531,-45.4767533553215
PDK3,hsa5165,1.60754890861832,-3.22221649056368,-0.287057106989544,0.000138671430239292,9.57017178642282
PDK4,hsa5166,3.828751566088,0.449471695134859,0.211010123404007,-5.85902046615536,-8.55807786901952
PDPK1,hsa5170,2.76775951750422,-2.68947981862581,2.00013984224969,-7.91930350663975,-15.4450239209313
PDXK,,1.1930392399277,-4.9634189468612,1.69867200549396,-0.398735830508157,2.23859931476147
PFKFB1,,4.61911949644391,8.57982733421273,3.21822269120309,-4.18873695607409,6.50362808983874
PFKFB2,,1.60754890861832,-4.18635329112196,-4.68667026693809,-3.88266137525139,-9.12722658580512
PFKFB3,,1.60754890861832,-7.25971344559051,2.84394883819878,-1.94126135191058,6.6475404475293
PFKFB4,,1.60754890861832,-5.31481962138424,0.715559288471496,-4.43734709620591,12.015336891857
PFKL,,1.60754890861832,-7.3102295602773,-0.0848438949287741,-6.37874711954672,-10.4822892061158
PFKM,,1.60754890861832,-5.73929075558977,-1.16316002747496,-2.77328993334235,1.29409040646051
PFKP,,1.60754890861832,-12.0512535360626,1.78577300267525,-5.26937567763768,22.290051575821
PFTK1,,4.88854821033079,-5.97546178481823,1.66892455529382,-2.96944067141489,-3.41444397561174
PGK1,,1.60754890861832,-2.35332995444496,0.73836180866381,-2.21860421238783,12.8649129598433
PGK2,,1.60754890861832,-2.38764720381049,-1.31791621781569,-1.94126135191058,-3.31670910341067
PHKA1,,1.60754890861832,-8.78008931806142,2.78746340746858,-8.87483286384205,-11.214852422522
PHKA2,,1.60754890861832,-5.56917926095173,1.07079245837105,-3.60531851477413,-8.95955299771704
PHKB,,1.60754890861832,-0.560007883063967,-2.64891205381275,-3.60531851477413,-11.1789864143749
PHKG1,hsa5260,2.76775951750422,-6.91534710492446,-4.28536906132006,-4.59118918091264,-19.7249595056447
PHKG2,hsa5261,4.61911949644391,-0.570284330861696,2.75372262251398,-7.23950842132394,-7.66210015299272
PI4K2B,,1.60754890861832,-7.16912152536907,0.805033136738802,0.000138671430239292,10.1749623488047
PI4KII,,1.60754890861832,-6.23052368733317,1.3121287761425,1.10951011333928,-0.380628011461976
PIK3C2A,,1.60754890861832,-6.25311314547624,1.4819323148335,-2.49594707286509,0.476121258153847
PIK3C2B,,1.60754890861832,-10.3985479155266,-0.993240739950507,-2.77328993334235,14.1029627285739
PIK3C2G,,1.60754890861832,-8.21673398161459,-0.601199441009548,-0.554547049524279,0.905840868267272
PIK3C3,,1.60754890861832,-2.71888122735918,0.877028911153116,-1.94126135191058,14.1818679464977
PIK3CA,,1.60754890861832,-6.60473620326598,-0.0162048366848967,-0.554547049524279,7.43905841482743
PIK3CB,,1.60754890861832,-9.29859346093091,-0.276523963144369,-5.54671853811494,25.1375884601563
PIK3CD,,1.60754890861832,-6.26919496697292,-1.67696909921954,-4.16000423572865,-12.440573250952
PIK3CG,,1.60754890861832,-3.04058788358741,-0.476306449702412,-4.43734709620591,-3.57135776125567
PIK3R4,hsa30849,2.76775951750422,-1.28963567670276,1.05921757502471,-10.1380463904578,-26.6289419114264
PIK4CA,,1.60754890861832,2.43624379977424,-0.827256912763808,2.21888155524831,4.63299160241226
PIK4CB,,1.60754890861832,-6.53127949896239,0.463921324521793,-1.66391849143332,0.342296215254673
PIM1,hsa5292,1.60754890861832,-9.64438773625679,-1.1776286316579,-5.8240613985922,12.703515923181
PIM2,hsa11040,4.54445171346748,-7.19419231259314,1.62748647291388,-5.03174831478077,-4.36466902896115
PIM3,hsa415116,2.76775951750422,-11.3418743240754,6.08769414718059,-9.58336066950331,-23.8520162306308
PINK1,hsa65018,2.76775951750422,-1.90097898122554,0.45813388284863,-3.48181773900361,-7.86743304963534
PIP5K1B,,1.1930392399277,-10.4958464468962,-0.760874956772477,-3.17216443528075,1.58471715372816
PIP5K1C,,4.61911949644391,1.41768162078836,-0.0153367204339146,-5.85279411893765,-3.62964002449484
PIP5K2A,,1.60754890861832,-11.9266486804195,-1.6120340036465,-6.65608998002398,-12.3486666050748
PIP5K2B,,1.1930392399277,-7.4620705138991,0.920376849285212,-2.06279299337171,-4.26458044997543
PIP5K2C,,1.1930392399277,-8.6920840663631,-0.879170264572195,-3.44950729575801,-12.2111428800855
PIP5K3,,4.61911949644391,-4.93203949749251,-2.22741267675532,-5.29810839798313,-4.84235942497144
PIP5KL1,,-21.0885007398882,-5.65574487360778,0.928826514128048,-14.7277656542099,-46.2395785161019
PKLR,,1.60754890861832,-8.99067456723767,-0.17489648736339,0.000138671430239292,-5.00846387520308
PKM2,,1.60754890861832,-10.4200839792485,1.10216039223967,-2.21860421238783,26.7217452075072
PKMYT1,hsa9088,4.88854821033079,1.90488824496636,1.30454722755064,-3.80146925284667,1.81728580030754
PKN1,hsa5585,2.76775951750422,7.85848624335389,1.78206904000441,0.123639447200762,-5.47113538030173
PKN2,hsa5586,2.76775951750422,-0.55626248067755,0.983749335606495,-5.70056062282168,-14.9431239694216
PKN3,hsa29941,2.76775951750422,-1.5113634979786,1.31907370615032,-5.14587490186716,-11.8922716514019
PLK1,hsa5347,1.60754890861832,-2.88232122399641,0.616709784693656,4.43762443906639,7.93692344042051
PLK2,hsa10769,4.88854821033079,-5.51267050244668,4.61982531561291,-5.18818355523297,-6.75424182176717
PLK3,hsa1263,2.76775951750422,-2.91371237774756,-0.687085075439485,-7.6419606461625,-18.2549014967121
PLK4,hsa10733,-20.8190720260013,-19.3706827409515,3.18002557616012,-13.5084693695507,-47.4652993445319
PMVK,,4.61911949644391,-8.77931682881922,1.22468053246082,0.248748811562054,-8.63272399847584
PRKAA1,hsa5562,-21.1631685228646,-10.3869137593638,-1.27155881001354,-13.9067198500531,-45.4767533553215
PRKAA2,hsa5563,4.61911949644391,-9.14432970014039,-0.794673616143821,-5.29810839798313,-5.14385805595869
PRKACA,hsa5566,1.1930392399277,-0.40751148402454,1.18324245008088,1.2653213323554,2.85863293060588
PRKACB,hsa5567,2.76775951750422,-3.17141947069791,4.93182629621383,-3.75916059948087,-24.3162568735859
PRKACG,hsa5568,3.84794230459442,-6.17485764436506,2.02635695302919,-2.03816494736133,-1.70767031290771
PRKCA,hsa5578,1.60754890861832,-12.0699103216999,-6.3945443046924,-7.2107757009785,-4.06160126011746
PRKCB1,,4.54445171346748,-6.7791549106484,1.33221119874844,-6.97314833812158,-1.92376301199449
PRKCD,hsa5580,4.88854821033079,-9.65248716891741,4.1495378052506,1.46804509622125,-3.58548000196362
PRKCE,hsa5581,4.61911949644391,1.460519660583,-0.127728837727003,-5.85279411893765,-1.84306449366333
PRKCG,hsa5582,1.1930392399277,-6.13762600376759,3.04089547833697,-2.34013585384897,18.3399711847862
PRKCH,hsa5583,4.54445171346748,-7.86234868956488,0.462358715270048,-4.47706259382625,5.77465147424726
PRKCI,hsa5584,-21.1631685228646,-5.86340402716964,-2.53518882493483,-13.9067198500531,-45.4767533553215
PRKCQ,hsa5588,3.84794230459442,-9.31291962505895,1.33163245458112,-2.59285066831585,-9.21263251770559
PRKCZ,hsa5590,-21.8596779317377,-14.9887960364937,2.61262479452194,-14.7959365293153,-46.9826773724013
PRKD1,hsa5587,1.60754890861832,-6.6418156868915,2.83769840119175,-0.27720418904702,-2.01544549532072
PRKD2,hsa25865,-21.1631685228646,-16.0515071461095,2.70279313579003,-13.9067198500531,-45.4767533553215
PRKD3,hsa23683,1.60754890861832,-5.39150673524611,-1.49535917951527,-1.38657563095606,1.50704482983441
PRKDC,hsa5591,4.88854821033079,-14.3526862586908,3.22053766787236,-1.30538350855134,-4.42026134158928
PRKG1,hsa5592,3.84794230459442,0.755751975284043,0.0171887017693328,-1.76082208688407,-8.84097100828042
PRKG2,hsa5593,4.88854821033079,-1.6890126149193,3.72682306544182,-3.52412639236941,-8.96291543598083
PRKX,hsa5613,1.1930392399277,-7.77111302830827,1.26797059617617,-3.72685015623527,-4.93101571386025
PRKY,,1.1930392399277,-0.503346967586964,-2.27324921480689,-1.23076441193993,-2.56766993951187
PRPF4B,hsa8899,-20.8190720260013,-11.0863910637919,0.149142371917754,-13.5084693695507,-47.4652993445319
PRPS1,,1.60754890861832,-1.31882640655189,-1.19279172884162,0.000138671430239292,-12.0453746736802
PRPS2,,1.60754890861832,-4.69558756308507,-0.974257931262483,0.832167252862017,6.49040249933446
PSKH1,hsa5681,4.88854821033079,-9.2347109414776,3.97163184821717,-3.52412639236941,-11.1601567600976
PSKH2,hsa85481,3.84794230459442,1.33394846868704,3.99049890807174,-3.97956497070214,-9.69861692809991
PTK2,hsa5747,2.76775951750422,-3.40499212702079,-5.84184362490406,-7.36461778568524,-23.4812513714093
PTK2B,hsa2185,4.88854821033079,-4.21001955245112,3.25804028991454,-4.35615497380119,-6.65830024997346
PTK6,hsa5753,2.76775951750422,2.19169243270618,-4.73088632132116,-9.30601780902605,-17.6622157120799
PTK7,hsa5754,2.76775951750422,-1.32421042248236,-7.99974912716454,-5.14587490186716,-20.3683060267848
PTK9,,4.88854821033079,-4.47446836969702,0.901278291763734,-0.750697787596821,-8.51234870863185
PTK9L,,1.60754890861832,-6.82831331697011,1.91228647765088,1.66419583429379,1.36021835898189
PXK,hsa54899,4.61911949644391,0.418361446562689,-0.198451374973207,-9.73559416561928,-9.21285668025651
RAF1,hsa5894,2.76775951750422,-1.48739292270553,-1.02831263648995,-3.20447487852635,-8.64819121448932
RAGE,,3.828751566088,2.32418604212566,-5.25106157890624,-5.5816776056781,-9.3919625584415
RBKS,,1.1930392399277,-3.87060416556461,0.159791264596396,-0.953421551462676,-7.0065367728275
RET,hsa5979,3.84794230459442,-0.899949967161066,0.0939301783556586,-2.31550780783859,-6.62579668009007
RFK,,1.60754890861832,-6.74666354494624,0.231613415760502,-1.66391849143332,1.57989765888337
RFP,,1.60754890861832,-1.96956666242679,0.83755855894205,-6.10140425906946,-14.6362454372123
RIOK1,hsa83732,3.84794230459442,-1.70685009378461,0.215813699992746,-2.59285066831585,-4.92485124370996
RIOK2,hsa55781,1.1930392399277,-7.21030924723719,1.31045041805729,-0.121392970030898,0.453144596684552
RIOK3,hsa8780,4.61911949644391,-7.9516765364809,0.125298112224263,-2.52467979321054,-3.21942255631145
RIPK1,hsa8737,2.76775951750422,-0.198506326480058,0.313447841019215,-5.14587490186716,-19.0116742686176
RIPK2,hsa8767,3.84794230459442,-15.5075342670124,1.82807920130617,-7.30767929642925,3.79776193768476
RIPK3,hsa11035,3.84794230459442,-4.05734758767483,0.760990705605944,-4.53425069165666,-7.48299427480773
RIPK4,hsa54101,4.54445171346748,-3.12261219584993,-3.64857685402047,-3.64503401239447,-7.09519306171632
RIPK5,,2.76775951750422,-0.465015115038486,1.30784606930435,-1.81776057614005,-6.88829102721727
RNASEL,hsa6041,3.84794230459442,-7.88070116125832,-0.146827395248468,-2.59285066831585,-4.46912877768983
ROCK1,hsa6093,3.84794230459442,-9.50496513242244,0.381913276012899,0.180577936456743,-5.81298327045456
ROCK2,hsa9475,3.828751566088,-0.921392395823299,0.338333840213882,-5.30433474520084,-3.92082717813977
ROR1,hsa4919,4.54445171346748,-7.38291377533869,2.06027136123401,-5.30909117525803,-7.32697713936749
ROR2,hsa4920,4.54445171346748,0.56539189899444,2.09511176010653,-4.19971973334899,-6.21199261109196
ROS1,hsa6098,4.54445171346748,-0.501673240895534,1.03658867808259,-5.58643403573529,-8.7472710619959
RPS6KA1,hsa6195,4.54445171346748,-0.128467301854075,0.266627437883229,-2.8130054309627,-4.55856963550686
RPS6KA2,hsa6196,2.76775951750422,1.63868377035183,2.45144454392397,-10.1380463904578,-19.3705585126404
RPS6KA3,hsa6197,3.828751566088,-8.18763688682512,-3.22730897462997,-1.69887755899647,-2.63503078606329
RPS6KA4,hsa8986,1.1930392399277,-4.25712969184277,0.364666699826839,-1.50810727241719,5.80928458836439
RPS6KA5,hsa9252,-21.0885007398882,-10.5509389751239,-2.90743707335352,-14.7277656542099,-46.2395785161019
RPS6KA6,hsa27330,4.54445171346748,-2.01359854923209,1.16148166938974,-3.36769115191721,-6.63274571916859
RPS6KB1,hsa6198,3.828751566088,-10.1182279556683,2.32469957128142,-7.80042048949618,-3.01700377283078
RPS6KB2,hsa6199,3.828751566088,-4.30831295632963,0.0988495037778521,-4.19496330329181,-8.22586896855624
RPS6KC1,hsa26750,4.54445171346748,-0.98398743320628,0.967718122171792,-1.98097684953092,0.748927082623347
RPS6KL1,hsa83694,4.88854821033079,0.0682833672573503,1.70191297283092,2.02273081717577,-2.68770898552946
RYK,hsa6259,3.828751566088,-9.52558825431265,-1.92420860749762,-3.64027758233729,-8.08330158617119
